address,date,discount,floor_elevator,link,price,rooms,sqft_m2
"Piso en calle Mallorca, 266, La Dreta de l'Eixample, Barcelona",2020-10-20,0,19 horas,http://idealista.com/inmueble/91441678/,1400.0,3,95.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta interior con ascensor,http://idealista.com/inmueble/91241519/,1750.0,3,150.0
"Piso en calle girona, La Dreta de l'Eixample, Barcelona",2020-10-20,0,19 horas,http://idealista.com/inmueble/32186092/,1600.0,3,135.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta interior con ascensor,http://idealista.com/inmueble/91038848/,1150.0,1,50.0
"Piso en calle de Roger de Flor, 148, La Dreta de l'Eixample, Barcelona",2020-10-20,0,20 horas,http://idealista.com/inmueble/91440647/,950.0,2,65.0
"Piso en calle de Balmes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,17 oct,http://idealista.com/inmueble/91425618/,2400.0,2,110.0
"Piso en Corcega, La Dreta de l'Eixample, Barcelona",2020-10-20,0,19 horas,http://idealista.com/inmueble/91440420/,1500.0,5,164.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,20 horas,http://idealista.com/inmueble/90706261/,890.0,1,50.0
"Piso en ronda de Sant Pere, 11, La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta interior con ascensor,http://idealista.com/inmueble/88206192/,1195.0,2,75.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/91411769/,2500.0,2,87.0
"Piso en calle de Girona, La Dreta de l'Eixample, Barcelona",2020-10-20,0,21 horas,http://idealista.com/inmueble/91439342/,1800.0,3,115.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,21 horas,http://idealista.com/inmueble/91439249/,1850.0,2,120.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,21 horas,http://idealista.com/inmueble/91439258/,1250.0,1,65.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/91408821/,2070.0,2,70.0
"Piso en calle de Trafalgar, La Dreta de l'Eixample, Barcelona",2020-10-20,0,21 horas,http://idealista.com/inmueble/91438822/,1275.0,1,92.0
"Piso en calle Balmes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/91035175/,1050.0,2,69.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,21 horas,http://idealista.com/inmueble/91438771/,3750.0,3,120.0
"Piso en calle Balmes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/91332365/,1050.0,2,69.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,21 horas,http://idealista.com/inmueble/91438448/,1300.0,2,76.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/91408808/,6000.0,4,211.0
"Piso en Domingo, 11, La Dreta de l'Eixample, Barcelona",2020-10-20,0,21 horas,http://idealista.com/inmueble/91437993/,1300.0,2,70.0
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2020-10-20,0,21 horas,http://idealista.com/inmueble/91437956/,1200.0,3,100.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/91419726/,1850.0,2,69.0
"Piso en calle Mallorca, 360, La Dreta de l'Eixample, Barcelona",2020-10-20,0,22 horas,http://idealista.com/inmueble/91436931/,1100.0,2,75.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,23 horas,http://idealista.com/inmueble/91436002/,1050.0,1,40.0
"Piso en calle Mallorca, La Dreta de l'Eixample, Barcelona",2020-10-20,0,22 horas,http://idealista.com/inmueble/91436868/,1350.0,3,130.0
"Piso en Provenza, 255, La Dreta de l'Eixample, Barcelona",2020-10-20,0,21 horas,http://idealista.com/inmueble/91436783/,1550.0,2,102.0
"Piso en Pau Claris, 155, La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/91419814/,1200.0,2,70.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,22 horas,http://idealista.com/inmueble/91436716/,2900.0,3,145.0
"Piso en Roger de Flor, 220, La Dreta de l'Eixample, Barcelona",2020-10-20,0,23 horas,http://idealista.com/inmueble/91436462/,1000.0,2,74.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/90471563/,1700.0,2,86.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,23 horas,http://idealista.com/inmueble/91435808/,850.0,3,75.0
"Piso en plaza de la Universitat, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/88281358/,950.0,2,60.0
"Piso en ronda de Sant Pere, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Publicado ayer,http://idealista.com/inmueble/91435285/,1800.0,3,102.0
"Piso en PG GRACIA, 5, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/38534873/,2500.0,2,95.0
"Piso en calle de Balmes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Publicado ayer,http://idealista.com/inmueble/87608971/,2307.0,2,105.0
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91434385/,2400.0,5,170.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91360769/,1750.0,2,100.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91434325/,2100.0,3,120.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91360769/,1750.0,2,100.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91432879/,2000.0,3,105.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91366132/,1850.0,2,100.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91433270/,2200.0,3,90.0
"Piso en GIRONA, La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91433109/,1650.0,5,160.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91433037/,1750.0,2,80.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 horas,http://idealista.com/inmueble/91432843/,2100.0,2,106.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91432467/,2300.0,3,105.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91431892/,2300.0,5,230.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91431418/,2300.0,4,130.0
"Piso en calle Balmes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1 hora,http://idealista.com/inmueble/91419061/,1460.0,3,88.0
"Piso en Girona, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/87787234/,1950.0,2,74.0
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/37882469/,1300.0,2,71.0
"Piso en calle de Pelayo, La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91427045/,1100.0,1,54.0
"Piso en paseo San Juan, 77, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/83814259/,993.0,2,68.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90126803/,1400.0,2,90.0
"Piso en calle de Pau Claris, 139, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/89957197/,1350.0,2,80.0
"Piso en calle de Girona, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/91000346/,2500.0,4,200.0
"Piso en calle de Mallorca, La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta exterior con ascensor,http://idealista.com/inmueble/89284238/,3700.0,5,298.0
"Piso en calle de Casp, La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91419885/,1995.0,5,180.0
"Piso en calle Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/1193949/,2500.0,3,175.0
"Piso en calle de Casp, La Dreta de l'Eixample, Barcelona",2020-10-20,0,18 oct,http://idealista.com/inmueble/91419885/,1995.0,5,180.0
"Piso en calle Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/1193949/,2500.0,3,175.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/89923960/,1800.0,1,78.0
"Piso en calle Casp, 30, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/687137/,1230.0,2,86.0
"Piso en paseo de gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta exterior con ascensor,http://idealista.com/inmueble/91170990/,2300.0,2,105.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,17 oct,http://idealista.com/inmueble/91425832/,2500.0,2,120.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,14 oct,http://idealista.com/inmueble/91381972/,1500.0,3,118.0
"Piso en paseo de San Juan, 114, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/89051668/,1500.0,3,111.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/89658893/,1200.0,1,45.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior sin ascensor,http://idealista.com/inmueble/89268290/,2200.0,2,75.0
"Piso en calle Balmes, 104, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/89927696/,1050.0,2,77.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta exterior con ascensor,http://idealista.com/inmueble/91273374/,1850.0,2,70.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  con ascensor,http://idealista.com/inmueble/90067756/,2000.0,3,130.0
"Piso en paseo San Juan, 77, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta interior con ascensor,http://idealista.com/inmueble/81299867/,1181.0,2,67.0
"Piso en Pau Claris, 139, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/89958128/,1950.0,3,110.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,exterior con ascensor,http://idealista.com/inmueble/90151620/,1650.0,2,65.0
"Piso en calle de Roger de Flor, 157, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91398034/,920.0,2,45.0
"Piso en calle de Roger de Flor, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91358565/,1000.0,3,80.0
"Piso en calle Pau Calris, 169, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/90227842/,1334.0,2,84.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91250173/,2500.0,3,140.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Entreplanta exterior con ascensor,http://idealista.com/inmueble/91209600/,4500.0,3,155.0
"Piso en ronda de la Universitat, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/91204420/,1900.0,3,120.0
"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91188043/,2800.0,3,90.0
"Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta  con ascensor,http://idealista.com/inmueble/90811783/,1600.0,2,69.0
"Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta  con ascensor,http://idealista.com/inmueble/90811779/,1600.0,2,69.0
"Piso en Casp, 30, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/36172731/,1230.0,2,86.0
"Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/36222512/,2500.0,3,160.0
"Piso en calle de Balmes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,17 oct,http://idealista.com/inmueble/91425853/,2500.0,3,112.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,17 oct,http://idealista.com/inmueble/91425745/,1650.0,2,72.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,17 oct,http://idealista.com/inmueble/91425647/,3100.0,4,191.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91397013/,1250.0,1,63.0
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91368130/,4000.0,4,175.0
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/86949535/,1100.0,3,85.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91361786/,1850.0,2,117.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91361018/,1850.0,2,117.0
"Piso en plaza Tetuan, 6, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/38027131/,950.0,1,60.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/90359799/,1400.0,3,77.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/89458465/,1500.0,2,60.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/88317884/,848.0,1,51.0
"Piso en Girona, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91280941/,950.0,1,40.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/31259777/,1800.0,3,80.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  sin ascensor,http://idealista.com/inmueble/91291108/,1200.0,2,70.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/91244080/,1850.0,3,120.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/91205016/,3000.0,2,170.0
"Piso en paseo de Sant Joan, s/n, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91361858/,1450.0,2,96.0
"Piso en calle Provenza, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/91087346/,2500.0,4,152.0
"Piso en calle Pau Claris, 97, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/26548127/,1534.0,2,88.0
"Piso en rambla Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/91262973/,3100.0,5,199.0
"Piso en ronda de Sant Pere, Barcelona, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta interior con ascensor,http://idealista.com/inmueble/84553928/,990.0,1,55.0
"Piso en calle de Roger de Flor, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/90355340/,1000.0,2,56.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91403857/,1508.0,3,105.0
"Piso en calle de Pau Claris, 155, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91393839/,1200.0,2,70.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91399718/,5000.0,3,208.0
"Piso en calle de Pau Claris, 155, La Dreta de l'Eixample, Barcelona",2020-10-20,0,14 oct,http://idealista.com/inmueble/91381591/,1200.0,2,70.0
"Piso en calle de Pau Claris, 155, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91326993/,1200.0,2,70.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90911360/,1800.0,4,134.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/90888228/,2445.0,5,167.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/90587771/,4500.0,4,215.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/90531395/,3115.0,7,153.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,sin ascensor,http://idealista.com/inmueble/90485589/,2800.0,4,200.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/90484147/,4000.0,6,228.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90373898/,1700.0,3,88.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta  con ascensor,http://idealista.com/inmueble/90070975/,1750.0,2,75.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta  con ascensor,http://idealista.com/inmueble/90011996/,1990.0,5,180.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/89830847/,3000.0,2,170.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/89661443/,1500.0,2,50.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/89240008/,4400.0,2,75.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/89427553/,1350.0,2,75.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/89218734/,2400.0,2,92.0
"Piso en rambla de Catalunya, 121, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91361721/,2200.0,3,201.0
"Piso en calle de Pau Claris, 78, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91357347/,1400.0,3,117.0
"Piso en calle de Pau Claris, 99, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/90676072/,1800.0,3,88.0
"Piso en calle Mallorca, La Dreta de l'Eixample, Barcelona",2020-10-20,0,14 oct,http://idealista.com/inmueble/91375399/,4700.0,6,305.0
"Piso en plaza de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91370519/,1800.0,3,120.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91369251/,1400.0,3,85.0
"Piso en Caspe, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91396202/,1230.0,2,86.0
"Piso en Corsega, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/91332044/,1100.0,3,105.0
"Piso en Gran Via de les Corts Catalanes, 594, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/91310135/,1800.0,3,147.0
"Piso en ronda universitat, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91203704/,1750.0,2,85.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/89335114/,1900.0,2,90.0
"Piso en Passatge de Domingo, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior sin ascensor,http://idealista.com/inmueble/90999822/,2200.0,2,75.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Entreplanta exterior con ascensor,http://idealista.com/inmueble/90996906/,1030.0,2,65.0
"Piso en calle Diputacio, 320, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/27692841/,1400.0,3,120.0
"Piso en calle de Fontanella, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/90786774/,1900.0,3,100.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,exterior con ascensor,http://idealista.com/inmueble/90667355/,1800.0,4,110.0
"Piso en ronda de Sant Pere, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/89758038/,1400.0,3,90.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,exterior con ascensor,http://idealista.com/inmueble/90107421/,3900.0,2,185.0
"Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,17 oct,http://idealista.com/inmueble/91425953/,3100.0,3,170.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,17 oct,http://idealista.com/inmueble/91425622/,1900.0,2,75.0
"Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91401459/,1850.0,1,62.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91401126/,2800.0,3,120.0
"Piso en plaza d'Urquinaona, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Entreplanta exterior con ascensor,http://idealista.com/inmueble/91052409/,1600.0,2,100.0
"Piso en ronda de la Universitat, La Dreta de l'Eixample, Barcelona",2020-10-20,0,14 oct,http://idealista.com/inmueble/91377496/,1100.0,2,55.0
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91312430/,1400.0,1,80.0
"Piso en calle de Balmes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91310870/,2300.0,3,160.0
"Piso en calle de Girona, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/91310825/,1000.0,3,92.0
"Piso en Passatge de Domingo, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Entreplanta exterior con ascensor,http://idealista.com/inmueble/91310770/,2100.0,2,125.0
"Piso en Passatge de Domingo, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/91265293/,1490.0,2,68.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91250184/,2400.0,4,168.0
"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",2020-10-20,0,7ª planta exterior con ascensor,http://idealista.com/inmueble/91250182/,1900.0,3,110.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/91250193/,1600.0,2,70.0
"Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,7ª planta exterior con ascensor,http://idealista.com/inmueble/91250063/,3990.0,6,290.0
"Piso en calle de Balmes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Bajo interior con ascensor,http://idealista.com/inmueble/91242540/,2400.0,3,133.0
"Piso en calle de Roger de Flor, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  sin ascensor,http://idealista.com/inmueble/88524757/,1596.0,3,75.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91209597/,2900.0,4,200.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta interior con ascensor,http://idealista.com/inmueble/91209176/,1350.0,1,55.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91209165/,2300.0,3,85.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91209134/,2050.0,2,67.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/91209144/,2050.0,2,92.0
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/91208837/,1900.0,3,95.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Entreplanta exterior con ascensor,http://idealista.com/inmueble/91208831/,5900.0,5,250.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/91152821/,2500.0,3,120.0
"Piso en calle de Casp, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Entreplanta exterior con ascensor,http://idealista.com/inmueble/91152818/,4600.0,3,114.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Entreplanta exterior con ascensor,http://idealista.com/inmueble/91065541/,2600.0,6,185.0
"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",2020-10-20,0,14 oct,http://idealista.com/inmueble/91334731/,1750.0,3,122.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,14 oct,http://idealista.com/inmueble/91364128/,2500.0,3,159.0
"Piso en calle Consell de Cent, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/1504729/,1500.0,2,80.0
