address,date,discount,floor_elevator,link,price,rooms,sqft_m2
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,14 oct,http://idealista.com/inmueble/91377469/,1090.0,1,70.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,sin ascensor,http://idealista.com/inmueble/91301093/,1401.0,5,143.0
"Piso en paseo de Sant Joan, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91366175/,1500.0,4,96.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91365824/,1100.0,3,105.0
"Piso en Casp, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/83366627/,1545.0,4,138.0
"Piso en rambla de Catalunya, 88, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/90983458/,2460.0,4,153.0
"Estudio en ronda de Sant Pere, 42, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/90853611/,950.0,,45.0
"Piso en Gran Via de les Corts Catalanes, 620, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/90825405/,5500.0,4,180.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  sin ascensor,http://idealista.com/inmueble/89865434/,1700.0,1,70.0
"Piso en paseo de Sant Joan, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/37619744/,1800.0,4,300.0
"Piso en paseo de Sant Joan, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/37619744/,1800.0,4,300.0
"Piso en Gran Via de les Corts Catalanes, 589, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/89953994/,1700.0,2,78.0
"Piso en calle de Casp, 30, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/35325694/,975.0,1,47.0
"Piso en rambla de Catalunya, 63, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/89941463/,2600.0,3,125.0
"Piso en paseo de Gracia, 46, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/89221546/,6000.0,5,245.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91405209/,2200.0,2,125.0
"Piso en via Corts Catalanes, 677, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/29377871/,1000.0,4,100.0
"Piso en ronda de Sant Pere, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91342411/,1400.0,3,90.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/91301168/,1450.0,3,110.0
"Piso en plaza Urquinaona, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/91284966/,1600.0,2,100.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/91090700/,2000.0,4,175.0
"Piso en ronda Sant Pere, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Entreplanta exterior con ascensor,http://idealista.com/inmueble/91049979/,1100.0,1,57.0
"Piso en calle de Mallorca, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/91052500/,3500.0,4,188.0
"Piso en ronda de la Universitat, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91052493/,1650.0,4,124.0
"Piso en calle de Casp, La Dreta de l'Eixample, Barcelona",2020-10-20,0,Entreplanta exterior con ascensor,http://idealista.com/inmueble/91052408/,4200.0,3,153.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/91040871/,3000.0,2,157.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/89270995/,3500.0,2,130.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/90993787/,1600.0,3,113.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/90968078/,1550.0,2,135.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/85809796/,2300.0,4,230.0
"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/90919520/,1650.0,4,116.0
"Piso en ronda de Sant Pere, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/90915929/,1650.0,3,106.0
"Piso en paseo de Sant Joan, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/90865628/,1000.0,2,73.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90857823/,1400.0,3,120.0
"Piso en ronda de Sant Pere, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta interior con ascensor,http://idealista.com/inmueble/90824728/,1400.0,1,60.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/90773526/,1750.0,2,75.0
"Piso en ronda de Sant Pere, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/89440335/,1450.0,3,118.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/90663401/,1600.0,2,70.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta interior con ascensor,http://idealista.com/inmueble/89314586/,1250.0,1,80.0
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/90492047/,1990.0,3,115.0
"Piso en Passatge de Mercader, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  sin ascensor,http://idealista.com/inmueble/90468768/,2850.0,1,65.0
"Piso en Passatge de Mercader, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  sin ascensor,http://idealista.com/inmueble/90468766/,2850.0,1,45.0
"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  con ascensor,http://idealista.com/inmueble/90402654/,2095.0,2,91.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,7ª planta  con ascensor,http://idealista.com/inmueble/90373895/,1800.0,4,110.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/90338469/,1250.0,1,67.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/90255994/,2300.0,2,120.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90072352/,1150.0,1,60.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/90148191/,2900.0,5,210.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/90047017/,3900.0,2,200.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/90014213/,1250.0,1,90.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/85230750/,2500.0,3,93.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/89263526/,2050.0,2,66.0
"Piso en calle de Fontanella, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/85666871/,1995.0,3,110.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/89206553/,1790.0,4,132.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  sin ascensor,http://idealista.com/inmueble/85250381/,2553.0,2,75.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  sin ascensor,http://idealista.com/inmueble/85873561/,2910.0,3,120.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  sin ascensor,http://idealista.com/inmueble/87178507/,1846.0,1,60.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/88977356/,2200.0,2,100.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/88844851/,1800.0,2,98.0
"Piso en calle de Balmes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta exterior con ascensor,http://idealista.com/inmueble/88844845/,2400.0,3,165.0
"Piso en calle de Fontanella, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/82567154/,2650.0,3,85.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/38983983/,2800.0,2,150.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/88576305/,1275.0,2,60.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/88232864/,1750.0,2,75.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/85723144/,6000.0,4,214.0
"Piso en calle de Pau Claris, 99, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/90675804/,1900.0,3,94.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/91420040/,900.0,1,43.0
"Piso en calle de Pau Claris, 155, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91362057/,1200.0,2,70.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/88260324/,9000.0,3,250.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/91419648/,2250.0,3,94.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta  con ascensor,http://idealista.com/inmueble/91343687/,1550.0,2,90.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  con ascensor,http://idealista.com/inmueble/91335346/,1535.0,2,93.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  sin ascensor,http://idealista.com/inmueble/91302476/,1150.0,3,81.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/91278494/,2200.0,4,110.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/91224819/,4500.0,9,350.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,7ª planta  con ascensor,http://idealista.com/inmueble/91181936/,1950.0,2,82.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/91134278/,5000.0,2,200.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  con ascensor,http://idealista.com/inmueble/91097596/,1300.0,2,79.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  con ascensor,http://idealista.com/inmueble/91074935/,2800.0,4,235.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,9ª planta  con ascensor,http://idealista.com/inmueble/91074867/,1500.0,4,113.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/91062568/,1330.0,3,60.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/91062567/,1230.0,2,60.0
"Piso en girona, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/90376328/,2300.0,3,176.0
"Piso en calle de Casp, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91401113/,3500.0,6,189.0
"Piso en calle de Bergara, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91397320/,1500.0,4,140.0
"Piso en ronda de la Universitat, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91370557/,1800.0,2,90.0
"Piso en Gran Via de les Corts Catalanes, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91301324/,3000.0,4,281.0
"Piso en calle de Roger de Flor, 148, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/91336847/,900.0,2,51.0
"Piso en ronda de Sant Pere, 3, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/91298724/,2500.0,1,75.0
"Piso en calle de Pau Claris, 128, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/91259910/,1000.0,2,80.0
"Piso en calle de Pau Claris, 70, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta interior con ascensor,http://idealista.com/inmueble/91257046/,950.0,2,73.0
"Piso en avenida Diagonal, 405, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91014766/,2800.0,4,200.0
"Piso en avenida Diagonal, 321, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/90900491/,1450.0,4,129.0
"Piso en ronda sant pere, 40, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/90821451/,2200.0,4,120.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/90113703/,5000.0,3,265.0
"Piso en Gran Via de les Corts Catalanes, 597, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/90359399/,1650.0,3,100.0
"Piso en Gran Via de les Corts Catalanes, 615, La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta  con ascensor,http://idealista.com/inmueble/89354991/,2100.0,1,47.0
"Piso en Pau Claris, 96, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/89993811/,2200.0,3,80.0
"Piso en gravina, 16, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/81237364/,2700.0,2,80.0
"Piso en calle de Mallorca, 273, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/89411350/,2550.0,6,184.0
"Piso en calle del Consell de Cent, 326, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/37638264/,2800.0,2,80.0
"Piso en calle del Consell de Cent, 326, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/37638264/,2800.0,2,80.0
"Piso en Valencia, 219, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/88806886/,1400.0,3,105.0
"Piso en paseo DE GRACIA, La Dreta de l'Eixample, Barcelona",2020-10-20,0,16 oct,http://idealista.com/inmueble/91418602/,2500.0,2,72.0
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91400678/,1950.0,4,131.0
"Piso en calle de Roger de Flor, 209, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91396914/,1215.0,2,80.0
"Piso en Roger de Flor, 209, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91396600/,1245.0,2,80.0
"Piso en Valencia, 227, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91392805/,1800.0,7,165.0
"Piso en Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/82416460/,1100.0,1,65.0
"Piso en avenida Diagonal, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91334853/,1150.0,3,86.0
"Piso en pasaje Bocabella, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/91304290/,1060.0,3,78.0
"Piso en CORSEGA, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/91251390/,1700.0,2,80.0
"Piso en ronda de la Universitat, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/91222971/,2000.0,5,200.0
"Piso en calle Pau Claris, 76, La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/28613905/,1300.0,2,77.0
"Piso en Girona, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/36350610/,2200.0,3,165.0
"Piso en ronda de Sant Pere, 26, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta interior con ascensor,http://idealista.com/inmueble/35822594/,990.0,1,57.0
"Piso en paseo de Sant Joan, 3, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior sin ascensor,http://idealista.com/inmueble/90877761/,1700.0,3,140.0
"Piso en ronda universitat, 14, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/81380122/,1400.0,3,105.0
"Piso en paseo de Sant Joan, La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta exterior con ascensor,http://idealista.com/inmueble/90527934/,1900.0,2,101.0
"Piso en rambla de Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/90383719/,1800.0,3,86.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/34933064/,4900.0,6,319.0
"Piso en calle Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,6ª planta exterior con ascensor,http://idealista.com/inmueble/1166003/,1500.0,3,110.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta interior con ascensor,http://idealista.com/inmueble/83547402/,2500.0,3,93.0
"Piso en rambla Catalunya, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/87957499/,1450.0,1,60.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,15 oct,http://idealista.com/inmueble/91404889/,2200.0,4,120.0
"Piso en calle del Bruc, La Dreta de l'Eixample, Barcelona",2020-10-20,0,14 oct,http://idealista.com/inmueble/91382211/,1400.0,4,122.0
"Piso en calle de Pau Claris, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91295277/,1534.0,2,88.0
"Piso en calle del Consell de Cent, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91132070/,2000.0,3,95.0
"Piso en calle de Valencia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91275906/,1200.0,2,85.0
"Piso en calle de Ausias March, La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta exterior con ascensor,http://idealista.com/inmueble/91060067/,2300.0,3,130.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,exterior con ascensor,http://idealista.com/inmueble/90858891/,1550.0,4,140.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,exterior con ascensor,http://idealista.com/inmueble/90833854/,1800.0,3,100.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,exterior con ascensor,http://idealista.com/inmueble/90631287/,1480.0,3,80.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,exterior con ascensor,http://idealista.com/inmueble/39728781/,1200.0,1,50.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,exterior con ascensor,http://idealista.com/inmueble/87715088/,2100.0,2,67.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,exterior con ascensor,http://idealista.com/inmueble/91339052/,1700.0,6,130.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,exterior con ascensor,http://idealista.com/inmueble/91323170/,2100.0,4,177.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91269781/,3000.0,3,110.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/91250213/,1550.0,3,141.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/91246972/,1750.0,2,92.0
"Piso en paseo de Gracia, La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta exterior con ascensor,http://idealista.com/inmueble/91245829/,1750.0,2,92.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/91199741/,4000.0,3,232.0
"Estudio en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta exterior con ascensor,http://idealista.com/inmueble/83463400/,1500.0,,50.0
"Piso en rambla DE CATALUNYA, La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta exterior con ascensor,http://idealista.com/inmueble/90395803/,3155.0,5,225.0
"Piso en rambla de Catalunya, 113, La Dreta de l'Eixample, Barcelona",2020-10-20,0,17 oct,http://idealista.com/inmueble/91425906/,1250.0,1,80.0
"Piso en Consell de Cent, 304, La Dreta de l'Eixample, Barcelona",2020-10-20,0,14 oct,http://idealista.com/inmueble/91381668/,1600.0,3,90.0
"Piso en calle del Consell de Cent, 302, La Dreta de l'Eixample, Barcelona",2020-10-20,0,14 oct,http://idealista.com/inmueble/91381002/,1700.0,1,80.0
"Piso en calle del Consell de Cent, 347, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91364079/,1700.0,1,80.0
"Piso en Valencia, 325, La Dreta de l'Eixample, Barcelona",2020-10-20,0,13 oct,http://idealista.com/inmueble/91362240/,1600.0,3,90.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/91026083/,3500.0,4,180.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/90974096/,1700.0,5,125.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/90969405/,2600.0,3,125.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  con ascensor,http://idealista.com/inmueble/90939092/,2050.0,6,160.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/90937160/,1400.0,1,55.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  con ascensor,http://idealista.com/inmueble/90904338/,1300.0,1,75.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90888251/,3900.0,4,246.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/90720241/,2800.0,5,200.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90714139/,1340.0,2,100.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/89202376/,3003.0,3,143.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90622170/,4900.0,5,319.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,3ª planta  con ascensor,http://idealista.com/inmueble/90597239/,11500.0,4,260.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/90577728/,2400.0,2,100.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90549611/,2500.0,3,135.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  sin ascensor,http://idealista.com/inmueble/90502565/,3000.0,3,221.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/90499343/,2500.0,4,188.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,7ª planta  con ascensor,http://idealista.com/inmueble/90472809/,2990.0,4,200.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90463275/,4750.0,5,250.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,1ª planta  con ascensor,http://idealista.com/inmueble/90463271/,1250.0,1,55.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  con ascensor,http://idealista.com/inmueble/90390338/,1500.0,6,170.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/90373882/,1400.0,3,100.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,con ascensor,http://idealista.com/inmueble/90373879/,5900.0,6,250.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,2ª planta  con ascensor,http://idealista.com/inmueble/90278819/,2200.0,3,130.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,5ª planta  con ascensor,http://idealista.com/inmueble/90257408/,1750.0,3,115.0
"Piso en La Dreta de l'Eixample, Barcelona",2020-10-20,0,4ª planta  con ascensor,http://idealista.com/inmueble/90257383/,1450.0,2,72.0
