address,bathrooms,date,discount,floor_elevator,link,price,realestate,rooms,sqft_m2
"Carrer Ample, Barri Gòtic",1,2020-10-22,555 €,1,/es/inmobiliaria-juan-soler-source-immobilairia/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761893840,1245,JUAN SOLER SOURCE IMMOBILÀIRIA,3,124
"Carrer de L'almirall Barceló, 9, La Barceloneta",1,2020-10-22,,0,/es/inmobiliaria-mireia/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752807353,845,Mireia ,1,38
"Rambla de Catalunya, Dreta de l'Eixample",1,2020-10-22,100 €,1,/es/inmobiliaria-aspasios-apartments/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765061779,1400,ASPASIOS APARTMENTS,3,80
Barri Gòtic,1,2020-10-22,,0,/es/inmobiliaria-letsgocasa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757754751,920,LETSGOCASA ,1,63
"Gran Via de Les Corts Catalanes, 670, Dreta de l'Eixample",1,2020-10-22,650 €,1,/es/inmobiliaria-victoria-apartments-bcn/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764611429,950,VICTORIA APARTMENTS BCN,1,24
"Carrer del Capità Arenas, Pedralbes",3,2020-10-22,400 €,1,/es/inmobiliaria-letsgocasa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757754751,3600,LETSGOCASA ,5,200
"Carrer de Sardenya, El Parc i la Llacuna del Poblenou",1,2020-10-22,250 €,1,/es/inmobiliaria-punto-habitat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003066102,1150,PUNTO HABITAT,2,75
"Carrer de Balmes, Sant Gervasi- Galvany",3,2020-10-22,500 €,1,/es/inmobiliaria-maison-carree-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752741535,1900,"MAISON CARREE, S.L.",6,197
"Carrer de la Independència, El Camp de l'Arpa del Clot",1,2020-10-22,,1,/es/inmobiliaria-borbon-grup/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751395576,750,BORBON GRUP,1,60
"Avinguda de Madrid, La Maternitat i Sant Ramon",2,2020-10-22,,1,/es/inmobiliaria-k-sas-inmobiliaria/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757156332,1100,K-SAS INMOBILIARIA ,3,100
"Carrer de Muntaner, Sant Gervasi- Galvany",1,2020-10-22,,1,/es/inmobiliaria-lantana-premium-real-estate-barcelona/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752727712,1550,LANTANA PREMIUM REAL ESTATE BARCELONA,1,110
El Clot,1,2020-10-22,,1,/es/inmobiliaria-bcn-immobiliaris/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202754061173,532,BCN IMMOBILIARIS,1,27
Barri Gòtic,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,1929,NÚÑEZ I NAVARRO,2,73
Dreta de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1700,ENGEL & VOELKERS,5,125
El Raval,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2450,ENGEL & VOELKERS,3,92
"Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,400 €,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1300,ENGEL & VOELKERS,1,45
Diagonal Mar i el Front Marítim del Poblenou,1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1800,ENGEL & VOELKERS,2,89
El Poble Sec - Parc de Montjuïc,1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1300,ENGEL & VOELKERS,1,44
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,150 €,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1750,ENGEL & VOELKERS,1,82
Navas,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,1311,NÚÑEZ I NAVARRO,2,68
La Barceloneta,1,2020-10-22,50 €,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,750,ENGEL & VOELKERS,2,38
Dreta de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1500,ENGEL & VOELKERS,2,50
Sant Gervasi- Galvany,1,2020-10-22,,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1500,ENGEL & VOELKERS,2,59
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,650 €,0,/es/inmobiliaria-lucas-fox/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751825893,1850,LUCAS FOX,3,123
Sant Gervasi- Galvany,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2550,ENGEL & VOELKERS,3,140
Sant Gervasi- Galvany,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,1542,NÚÑEZ I NAVARRO,1,54
Vila de Gràcia,1,2020-10-22,110 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1090,ENGEL & VOELKERS,1,72
Sant Gervasi i la Bonanova,5,2020-10-22,2.514 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,6326,ENGEL & VOELKERS,6,289
El Putget i el Farró,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,1198,NÚÑEZ I NAVARRO,1,73
El Camp de l'Arpa del Clot,1,2020-10-22,50 €,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1000,ENGEL & VOELKERS,2,55
Sant Gervasi i la Bonanova,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,6337,NÚÑEZ I NAVARRO,6,289
Dreta de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2700,ENGEL & VOELKERS,3,88
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,100 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1500,ENGEL & VOELKERS,2,90
L'Antiga Esquerra de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1950,ENGEL & VOELKERS,2,75
Sant Gervasi i la Bonanova,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,3470,NÚÑEZ I NAVARRO,2,101
La Maternitat i Sant Ramon,1,2020-10-22,150 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1350,ENGEL & VOELKERS,2,55
Dreta de l'Eixample,2,2020-10-22,200 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2200,ENGEL & VOELKERS,2,121
Barri Gòtic,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,2257,NÚÑEZ I NAVARRO,2,81
Vallcarca i els Penitents,4,2020-10-22,250 €,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,4600,ENGEL & VOELKERS,4,238
Sant Gervasi- Galvany,4,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,5500,ENGEL & VOELKERS,5,280
Sant Gervasi- Galvany,2,2020-10-22,300 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2700,ENGEL & VOELKERS,2,110
El Raval,1,2020-10-22,500 €,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1000,ENGEL & VOELKERS,1,65
"Mineria, La Marina del Port",1,2020-10-22,,1,/es/inmobiliaria-am-realty/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765656330,1100,Am Realty,2,80
"Travessera de Gracia, Vila de Gràcia",1,2020-10-22,50 €,0,/es/inmobiliaria-principal-primera/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750551673,890,PRINCIPAL PRIMERA,2,52
"Carrer de Badajoz, 10, El Poblenou",2,2020-10-22,250 €,1,/es/inmobiliaria-marc-jimenez/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202760983917,1200,MARC JIMÉNEZ,3,75
"Alcudia, Porta",1,2020-10-22,,1,/es/inmobiliaria-principal-primera/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750551673,750,PRINCIPAL PRIMERA,2,63
El Poblenou,1,2020-10-22,90 €,1,/es/inmobiliaria-principal-primera/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750551673,900,PRINCIPAL PRIMERA,2,52
"Ferran, Barri Gòtic",2,2020-10-22,,1,/es/inmobiliaria-principal-primera/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750551673,1150,PRINCIPAL PRIMERA,2,75
"Viladomat, La Nova Esquerra de l'Eixample",2,2020-10-22,50 €,1,/es/inmobiliaria-garcia-assessors-associats/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752569293,950,GARCÍA ASSESSORS & ASSOCIATS,1,55
"Passatge de Nogués, El Camp d'en Grassot i Gràcia Nova",2,2020-10-22,,1,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1860,APROPERTIES REAL ESTATE Nº Aicat 6388,2,85
"Muntaner, Sant Antoni",1,2020-10-22,25 €,1,/es/inmobiliaria-principal-primera/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750551673,975,PRINCIPAL PRIMERA,2,70
"Carrer del Correu Vell, Barri Gòtic",2,2020-10-22,,0,/es/inmobiliaria-aproperties-real-estate-n-aicat-6388/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753825457,1250,APROPERTIES REAL ESTATE Nº Aicat 6388,2,82
"Rambla Cataluña, Dreta de l'Eixample",3,2020-10-22,,1,/es/inmobiliaria-toril-moller/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202761302163,2400,TORIL MOLLER,4,161
L'Antiga Esquerra de l'Eixample,1,2020-10-22,,1,/es/inmobiliaria-principal-primera/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750551673,900,PRINCIPAL PRIMERA,2,70
"Carrer del Rosselló, Dreta de l'Eixample",2,2020-10-22,50 €,1,/es/inmobiliaria-century-21-xarxa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753380527,1250,CENTURY 21 XARXA,3,112
"Carme, El Raval",1,2020-10-22,200 €,1,/es/inmobiliaria-somoscasa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752737168,1000,SOMOSCASA,2,76
"Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,100 €,1,/es/inmobiliaria-principal-primera/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750551673,1000,PRINCIPAL PRIMERA,1,42
"Carrer de la Selva de Mar, Diagonal Mar i el Front Marítim del Poblenou",2,2020-10-22,,0,/es/inmobiliaria-century-21-xarxa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202753380527,2400,CENTURY 21 XARXA,3,145
"Provença, La Nova Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-principal-primera/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750551673,1525,PRINCIPAL PRIMERA,3,110
"Lluçanes, Sant Gervasi i la Bonanova",2,2020-10-22,350 €,1,/es/inmobiliaria-principal-primera/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750551673,1300,PRINCIPAL PRIMERA,2,110
"Avinguda del Paral.lel, 46, El Raval",1,2020-10-22,30 €,1,/es/inmobiliaria-pisomundo/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762547481,800,PISOMUNDO,1,55
"Riera de Sant Miquel, 72, Vila de Gràcia",3,2020-10-22,,1,/es/inmobiliaria-grupcapital/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752587558,900,GrupCAPITAL,3,90
"Riera de Sant Miquel, 72, Vila de Gràcia",3,2020-10-22,,1,/es/inmobiliaria-grupcapital/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752587558,900,GrupCAPITAL,3,90
"Calle Carrer D'en Xuclà, ., El Raval",1,2020-10-22,,0,/es/inmobiliaria-salvi/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765219441,1050,salvi,2,80
"Carrer de Berna, El Putget i el Farró",2,2020-10-22,,1,/es/inmobiliaria-salvi/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765219441,1250,salvi,3,95
"De Roma, 117, L'Antiga Esquerra de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-barcelona-dream-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765563580,1000,BARCELONA DREAM HOUSE,3,80
"De Sant Pere Mitjà, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,1,/es/inmobiliaria-barcelona-dream-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765563580,900,BARCELONA DREAM HOUSE,2,55
"De Catalunya, Dreta de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-barcelona-dream-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765563580,1450,BARCELONA DREAM HOUSE,2,160
"De la Princesa, 42, Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,,1,/es/inmobiliaria-barcelona-dream-house/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765563580,1300,BARCELONA DREAM HOUSE,3,100
"Nacio, El Camp de l'Arpa del Clot",1,2020-10-22,,0,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,800,ALL4FLAT,1,45
"Pau Claris, Dreta de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,600,ALL4FLAT,1,40
"Torrent del Remei, El Coll",2,2020-10-22,,1,/es/inmobiliaria-all4flat/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202762177806,1450,ALL4FLAT,2,145
El Raval,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,988,NÚÑEZ I NAVARRO,3,81
Sagrada Família,1,2020-10-22,,1,/es/inmobiliaria-finques-martret-aicat-1124/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=943003003382,980,FINQUES MARTRET   aicat 1124,2,80
Barri Gòtic,1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1400,ENGEL & VOELKERS,2,55
Diagonal Mar i el Front Marítim del Poblenou,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,3500,ENGEL & VOELKERS,2,110
Sant Gervasi- Galvany,4,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,5300,ENGEL & VOELKERS,6,280
Dreta de l'Eixample,1,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2500,ENGEL & VOELKERS,2,230
Pedralbes,5,2020-10-22,500 €,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,5000,ENGEL & VOELKERS,5,372
Hostafrancs,3,2020-10-22,350 €,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1400,ENGEL & VOELKERS,4,94
Vila de Gràcia,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,3840,NÚÑEZ I NAVARRO,3,117
L'Antiga Esquerra de l'Eixample,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1750,ENGEL & VOELKERS,3,100
"Sant Pere, Sta. Caterina i la Ribera",4,2020-10-22,,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,3100,ENGEL & VOELKERS,3,181
Sant Gervasi- Galvany,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,4705,NÚÑEZ I NAVARRO,5,290
El Raval,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2400,ENGEL & VOELKERS,2,69
Sant Gervasi i la Bonanova,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,3029,NÚÑEZ I NAVARRO,3,119
Vila de Gràcia,5,2020-10-22,,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,7450,ENGEL & VOELKERS,6,416
Dreta de l'Eixample,2,2020-10-22,100 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1400,ENGEL & VOELKERS,3,100
Barri Gòtic,1,2020-10-22,100 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1350,ENGEL & VOELKERS,2,35
La Sagrera,1,2020-10-22,160 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,990,ENGEL & VOELKERS,2,50
L'Antiga Esquerra de l'Eixample,2,2020-10-22,100 €,1,/es/inmobiliaria-lucas-fox/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751825893,2250,LUCAS FOX,2,91
El Camp d'en Grassot i Gràcia Nova,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,2333,NÚÑEZ I NAVARRO,3,116
Diagonal Mar i el Front Marítim del Poblenou,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,2650,ENGEL & VOELKERS,3,121
"Calle Sicilia, El Camp d'en Grassot i Gràcia Nova",1,2020-10-22,,1,/es/inmobiliaria-proyecto-casa/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757199151,690,PROYECTO CASA,0,42
"Passatge de Prunera, El Poble Sec - Parc de Montjuïc",1,2020-10-22,,0,/es/inmobiliaria-mullerat-gestions-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202765517044,950,"MULLERAT GESTIONS, SL",3,60
"Avinguda Diagonal, 612, Sant Gervasi- Galvany",2,2020-10-22,,1,/es/inmobiliaria-apia-cuatro-sl/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202750761913,1650,APIA CUATRO SL,2,73
"Sant Pere, Sta. Caterina i la Ribera",2,2020-10-22,100 €,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1490,ENGEL & VOELKERS,3,85
Sant Gervasi- Galvany,4,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,4900,ENGEL & VOELKERS,5,280
La Maternitat i Sant Ramon,2,2020-10-22,,1,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1800,ENGEL & VOELKERS,4,120
La Maternitat i Sant Ramon,0,2020-10-22,,1,/es/inmobiliaria-nunez-i-navarro/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202752272449,1962,NÚÑEZ I NAVARRO,3,122
La Barceloneta,1,2020-10-22,,1,/es/inmobiliaria-lucas-fox/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751825893,1500,LUCAS FOX,1,46
Sant Gervasi i la Bonanova,1,2020-10-22,,0,/es/inmobiliaria-engel-voelkers/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202758116439,1600,ENGEL & VOELKERS,1,65
"Carrer de Sant Miquel, La Barceloneta",1,2020-10-22,30 €,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,795,ATEMPORAL MONTHLY RENTALS,1,32
"Carrer de Pau Claris, Dreta de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,1700,ATEMPORAL MONTHLY RENTALS,3,88
"Carrer del Doctor Aiguader, La Barceloneta",1,2020-10-22,,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,1025,ATEMPORAL MONTHLY RENTALS,1,55
"Carrer de la Independència, El Camp de l'Arpa del Clot",2,2020-10-22,,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,1100,ATEMPORAL MONTHLY RENTALS,3,105
"Carrer de L'olivera, El Poble Sec - Parc de Montjuïc",1,2020-10-22,,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,1050,ATEMPORAL MONTHLY RENTALS,2,47
"Carrer de Mallorca, L'Antiga Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,1650,ATEMPORAL MONTHLY RENTALS,3,118
"Carrer del Putget, El Putget i el Farró",1,2020-10-22,100 €,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,895,ATEMPORAL MONTHLY RENTALS,1,60
"Carrer de València, Dreta de l'Eixample",1,2020-10-22,,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,1090,ATEMPORAL MONTHLY RENTALS,1,44
"Carrer de la Riereta, El Raval",1,2020-10-22,,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,1450,ATEMPORAL MONTHLY RENTALS,2,87
"Plaça de Sant Miquel, Barri Gòtic",2,2020-10-22,,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,2300,ATEMPORAL MONTHLY RENTALS,2,160
"Carrer del Portal Nou, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,200 €,0,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,800,ATEMPORAL MONTHLY RENTALS,1,65
"Carrer de Jonqueres, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,995,ATEMPORAL MONTHLY RENTALS,1,44
"Carrer de París, L'Antiga Esquerra de l'Eixample",2,2020-10-22,,1,/es/inmobiliaria-atemporal-monthly-rentals/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202764010012,2195,ATEMPORAL MONTHLY RENTALS,2,106
El Parc i la Llacuna del Poblenou,2,2020-10-22,,1,/es/inmobiliaria-lucas-fox/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751825893,1400,LUCAS FOX,3,110
"Valencia, Sagrada Família",1,2020-10-22,,1,/es/inmobiliaria-athimac-negocios-inmobiliarios/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202751024532,950,ATHIMAC NEGOCIOS INMOBILIARIOS,2,70
El Raval,1,2020-10-22,,1,/es/inmobiliaria-grau-serveis-immobiliaris/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757893619,895,GRAU SERVEIS IMMOBILIARIS,1,59
Hostafrancs,1,2020-10-22,80 €,0,/es/inmobiliaria-grau-serveis-immobiliaris/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202757893619,895,GRAU SERVEIS IMMOBILIARIS,1,77
"Carrer del Corretger, 14, Sant Pere, Sta. Caterina i la Ribera",1,2020-10-22,,0,/es/inmobiliaria-smart-move/alquiler/inmuebles/espana/todas-las-zonas/l?clientId=9202756755767,850,SMART MOVE,1,40
