address,bathrooms,building_subtype,building_type,conservation_state,date,discount,floor_elevator,is_new_construction,latitude,link,longitude,price,realestate,realestate_id,rooms,sqft_m2
"Passeig Maragall, Sant Andreu",2,Flat,Flat,,2022-03-07,0,1,False,41.41844,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/161729314/d,2.180883,1150,FINQUES RODÉS,9202753029175,2,80
"Sant Pau, Ciutat Vella",1,Apartment,Flat,,2022-03-07,0,0,False,41.37811,/es/alquiler/vivienda/barcelona-capital/no-amueblado/161897255/d,2.170881,1100,ENGEL & VOELKERS,9202758116439,1,55
Ciutat Vella,2,Flat,Flat,,2022-03-07,60,1,False,41.38074,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/160021428/d,2.170323,900,Forcadell Res.Lloguers,9202753948202,2,65
"Carrer Cera, Ciutat Vella",1,Flat,Flat,,2022-03-07,20,0,False,41.38074,/es/alquiler/vivienda/barcelona-capital/amueblado/162306500/d,2.1644,830,FINQUES RODÉS,9202753029175,2,55
"Carrer Valencia, 550, Sant Martí",2,Flat,Flat,2,2022-03-07,0,1,False,41.40702,/es/alquiler/vivienda/barcelona-capital/ascensor-no-amueblado/162794900/d,2.182597,978,FINQUES RODÉS,9202753029175,4,83
"Carrer del Consell de Cent, Eixample",1,Flat,Flat,1,2022-03-07,0,1,False,41.38425,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/162473543/d,2.156836,1300,SOMOSCASA,9202752737168,3,72
"Muntaner, Eixample",2,Flat,Flat,3,2022-03-07,0,1,False,41.38876,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/162781513/d,2.15644,2300,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,9202753825457,3,95
"Pg. de Sant Joan, Gràcia",1,Flat,Flat,2,2022-03-07,0,1,False,41.40306,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/162780897/d,2.164118,1400,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,9202753825457,2,60
"Mallorca, Sant Martí",1,Flat,Flat,2,2022-03-07,0,1,False,41.40808,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/162439529/d,2.181912,1390,Balsells Zaragoza Gestió,9202754153645,3,72
"Carrer de Berlín, Sants - Montjuïc",1,Attic,Flat,,2022-03-07,100,1,False,41.38418,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-no-amueblado/162694518/d,2.141163,1100,URBENORTE CATALUNYA,900140000217,1,42
"Carrer de Les Basses de Sant Pere, Ciutat Vella",1,Loft,Flat,,2022-03-07,0,0,False,41.38922,/es/alquiler/vivienda/barcelona-capital/amueblado/162706532/d,2.179512,1000,RS GROUP,9202759306905,1,45
"Dalmases, Sarrià - Sant Gervasi",3,Flat,Flat,,2022-03-07,0,1,False,41.40111,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor/162502802/d,2.12584,2650,ALTING GRUPO INMOBILIARIO,9202767543739,4,140
"De Sant Pere Més Alt, Ciutat Vella",2,Flat,Flat,,2022-03-07,0,1,False,41.38676,/es/alquiler/vivienda/barcelona-capital/ascensor/160119452/d,2.175492,1510,OLLE BERTRAN,9202757335733,4,166
"Carrer de Ganduxer, Sarrià - Sant Gervasi",3,Flat,Flat,2,2022-03-07,0,1,False,41.40082,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-no-amueblado/162745362/d,2.133075,3300,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,9202753825457,4,159
Les Corts,2,Flat,Flat,3,2022-03-07,0,1,False,41.38974,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/162743247/d,2.126023,1550,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,9202753825457,4,106
"Calle Valencia, Eixample",2,Flat,Flat,,2022-03-07,0,1,False,41.38712,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/162142200/d,2.155653,1860,BCN FINQUES,9202765792072,3,140
"Avinguda de Roma, Eixample",1,Apartment,Flat,,2022-03-07,0,0,False,41.38523,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-television-internet/157285648/d,2.155146,1245,Homelike,9202762567099,1,40
"Carrer de Dante Alighieri, 40, Horta - Guinardó",3,Flat,Flat,1,2022-03-07,0,1,False,41.42854,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-trastero-ascensor-se-aceptan-mascotas-no-amueblado/162445344/d,2.16007,1350,INMOSERVICE BARCELONA,9202754494789,3,106
"Carrer D'hercegovina, Sarrià - Sant Gervasi",1,Flat,Flat,1,2022-03-07,0,1,False,41.40198,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/159099093/d,2.138546,1248,FINQUES FERRE,943003064633,3,90
"Carrer de Brusi, Sarrià - Sant Gervasi",2,Flat,Flat,1,2022-03-07,0,0,False,41.39975,/es/alquiler/vivienda/barcelona-capital/calefaccion-no-amueblado/158559021/d,2.14727,1238,FINQUES FERRE,943003064633,3,82
Eixample,2,Flat,Flat,1,2022-03-07,0,1,False,41.40471,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television-se-aceptan-mascotas-internet/162580433/d,2.177266,2150,AL.MA Internacional Real Estate,9202768136837,3,120
"Carrer de Vico, Sarrià - Sant Gervasi",3,Flat,Flat,2,2022-03-07,0,1,False,41.39944,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor-parking-no-amueblado/162848135/d,2.135868,2700,FINQUES FERRE,943003064633,3,190
"Carrer de Bori I Fontestà, Sarrià - Sant Gervasi",3,Flat,Flat,1,2022-03-07,0,1,False,41.3934,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/162847729/d,2.139728,2900,FINQUES FERRE,943003064633,3,207
"Carrer de Sant Gervasi de Cassoles, Sarrià - Sant Gervasi",2,Flat,Flat,,2022-03-07,0,1,False,41.40425,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/162846509/d,2.139524,1400,HOME ESTATE         ,9202754963971,3,90
"Carrer de Jules Verne, Sarrià - Sant Gervasi",1,Flat,Flat,1,2022-03-07,0,1,False,41.40475,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/162493099/d,2.14425,952,ARNAL  Servicios Inmobiliarios,9202750542526,1,46
"Fraga, Sant Andreu",2,Flat,Flat,3,2022-03-07,0,1,False,41.43543,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/162675565/d,2.187613,945,INMOBILIARIA IBERCASA,9202752115659,3,89
"Calle Provença, Eixample",2,Flat,Flat,,2022-03-07,0,1,False,41.39056,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/162630121/d,2.155634,975,BCN FINQUES,9202765792072,2,74
"Carrer del Camp, Sarrià - Sant Gervasi",1,Flat,Flat,,2022-03-07,49,1,False,41.40366,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/159028254/d,2.135617,872,ARNAL  Servicios Inmobiliarios,9202750542526,1,46
"Carrer de Jules Verne, Sarrià - Sant Gervasi",1,Flat,Flat,,2022-03-07,0,1,False,41.40494,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-no-amueblado/161727668/d,2.144096,958,FINQUES FERRE,943003064633,1,46
"Consell de Cent, 179, Eixample",3,Flat,Flat,,2022-03-07,0,1,False,41.38349,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-patio/162410721/d,2.155436,2162,KM2 Servicios Inmobiliarios,9202766336968,4,150
Sarrià - Sant Gervasi,1,Flat,Flat,1,2022-03-07,0,1,False,41.39678,/en/rental/home/barcelona-capital/air-conditioning-heating-terrace-lift-furnished/162828436/d,2.124246,850,"FINCAS CALVET, S.L.",9202752952516,0,32
"Carrer de Biscaia, Sant Martí",1,Flat,Flat,3,2022-03-07,0,1,False,41.41424,/en/rental/home/barcelona-capital/terrace-lift-pets-not-allowed/162848389/d,2.190337,786,SIMURBA,943003044173,3,65
Sarrià - Sant Gervasi,2,Flat,Flat,,2022-03-07,0,1,True,41.40201,/en/rental/home/new-home/barcelona-capital/19770978/160738816,2.122211,3424,NÚÑEZ I NAVARRO,9202752272449,4,129
Sants - Montjuïc,2,Flat,Flat,,2022-03-07,0,1,True,41.35359,/en/rental/home/new-home/barcelona-capital/19835896/162521362,2.144054,1320,Vila Bonaplata,9202768143124,2,74
"Carrer de Trullols, Gràcia",1,Flat,Flat,,2022-03-07,0,0,False,41.42017,/en/rental/home/barcelona-capital/terrace-not-furnished/162837558/d,2.137753,950,GARCÍA ASSESSORS & ASSOCIATS,9202752569293,2,60
"Amposta, Sants - Montjuïc",1,Attic,Flat,,2022-03-07,0,0,False,41.3716,/en/rental/home/barcelona-capital/air-conditioning-heating-terrace-furnished/162833097/d,2.14762,790,RS GROUP,9202759306905,2,50
"Muntaner, Eixample",2,Flat,Flat,3,2022-03-07,0,1,False,41.38813,/en/rental/home/barcelona-capital/air-conditioning-heating-lift-furnished/162833096/d,2.157308,2000,RS GROUP,9202759306905,3,85
"Rambla de la Muntanya, Horta - Guinardó",1,Attic,Flat,1,2022-03-07,0,1,False,41.41984,/en/rental/home/barcelona-capital/terrace-lift/162507942/d,2.174886,1025,BORBON GRUP,9202751395576,1,45
Eixample,1,Loft,Flat,2,2022-03-07,0,1,False,41.38235,/en/rental/home/barcelona-capital/lift/162816553/d,2.151157,775,Forcadell Res.Lloguers,9202753948202,1,70
"Murcia, 6-8, Sant Martí",2,Flat,Flat,3,2022-03-07,0,1,False,41.41418,/en/rental/home/barcelona-capital/heating-terrace-lift-parking-not-furnished/162805526/d,2.18759,1099,ONIX RENTA,9202751773326,4,92
Sarrià - Sant Gervasi,1,Flat,Flat,3,2022-03-07,0,1,False,41.40741,/en/rental/home/barcelona-capital/terrace-lift-furnished/162804971/d,2.139478,795,"FINCAS CALVET, S.L.",9202752952516,1,39
"Carrer del Cardener, Gràcia",1,Flat,Flat,1,2022-03-07,0,0,False,41.40872,/en/rental/home/barcelona-capital/vila-de-gracia/162797257/d,2.154562,1000,RAND FALCON,9202763955598,3,75
"Passeig Sant Joan, Eixample",1,Flat,Flat,1,2022-03-07,0,1,False,41.39621,/en/rental/home/barcelona-capital/heating-lift-not-furnished/162651569/d,2.159947,1232,ENGEL & VOELKERS,9202758116439,3,60
"Carrer de Bailèn, 68, Eixample",2,Attic,Flat,,2022-03-07,0,1,False,41.39544,/en/rental/home/barcelona-capital/air-conditioning-terrace-lift/162783183/d,2.17273,1450,FINCAS NAGORE,943003068323,3,82
Sarrià - Sant Gervasi,1,Flat,Flat,3,2022-03-07,0,0,False,41.39388,/en/rental/home/barcelona-capital/heating-patio-not-furnished/162781846/d,2.12149,1150,ENGEL & VOELKERS,9202758116439,3,65
"Street Parcerisa, 25, Sants - Montjuïc",1,Flat,Flat,,2022-03-07,0,1,True,41.36814,/en/rental/home/new-home/barcelona-capital/19799149/161527010,2.13493,1230,Becorp,9202752647329,1,3992
Horta - Guinardó,1,Attic,Flat,,2022-03-07,0,1,False,41.42572,/en/rental/home/barcelona-capital/air-conditioning-terrace-lift/162703110/d,2.17595,720,PatrimoniaPREMIUM,9202756542502,1,35
"Mare de Deu del Remei , Sants - Montjuïc",1,Flat,Flat,,2022-03-07,0,1,False,41.37286,/en/rental/home/barcelona-capital/lift/162627532/d,2.155733,795,Balsells Zaragoza Gestió,9202754153645,2,55
"Avinguda Diagonal, Les Corts",3,Flat,Flat,,2022-03-07,0,1,False,41.38277,/en/rental/home/barcelona-capital/heating-parking-lift-swimming-pool/159373820/d,2.112005,2800,MG BARCELONA,9202760817675,4,165
Horta - Guinardó,1,Flat,Flat,,2022-03-07,30,0,False,41.42468,/en/rental/home/barcelona-capital/heating/159259710/d,2.156448,860,ENTRE SUELOS,9202753887006,3,78
"Carrer del Doctor Trueta, Sant Martí",1,Loft,Flat,,2022-03-07,20,0,False,41.39684,/en/rental/home/barcelona-capital/air-conditioning-heating/162687439/d,2.201091,950,Activa Properties,9202767830668,0,54
"Carrer del Bruc, Eixample",2,Flat,Flat,4,2022-03-07,0,1,False,41.39621,/en/rental/home/barcelona-capital/heating-terrace-lift-not-furnished/161877767/d,2.167262,2500,Balsells Zaragoza Gestió,9202754153645,5,221
"Pedralbes, Les Corts",6,House_Chalet,Flat,2,2022-03-07,0,0,False,41.3966,/en/rental/home/barcelona-capital/air-conditioning-heating-parking-terrace-box-room-swimming-pool-furnished/162748029/d,2.10845,13500,CORNEX CAPITAL,9202764370732,7,970
Sarrià - Sant Gervasi,1,Flat,Flat,,2022-03-07,0,1,False,41.39785,/en/rental/home/barcelona-capital/air-conditioning-heating-parking-terrace-lift-parking-not-furnished/162571238/d,2.139392,1175,"FINCAS CALVET, S.L.",9202752952516,2,70
"Pº Manel Girona, Sarrià - Sant Gervasi",2,Flat,Flat,,2022-03-07,0,1,False,41.39191,/en/rental/home/barcelona-capital/air-conditioning-heating-lift/162738315/d,2.126191,1500,BCN FINQUES,9202765792072,4,90
"Gran Vía Corts Catalanes, Sants - Montjuïc",2,Flat,Flat,,2022-03-07,0,1,False,41.37271,/en/rental/home/barcelona-capital/air-conditioning-heating-parking-lift-furnished/162689677/d,2.146493,1000,BCN FINQUES,9202765792072,3,90
"Carrer de Manuel de Falla, Sarrià - Sant Gervasi",2,Attic,Flat,,2022-03-07,100,1,False,41.39441,/en/rental/home/barcelona-capital/air-conditioning-terrace-lift/161866023/d,2.126602,1250,FINCAS NAGORE,943003068323,2,87
"Avinguda del Paral.lel, Ciutat Vella",1,Attic,Flat,1,2022-03-07,0,1,False,41.37487,/en/rental/home/barcelona-capital/air-conditioning-heating-terrace-lift-patio/162682187/d,2.17193,770,TOTHABITATGES,9202751573524,0,30
"Avinguda de Josep Tarradellas, Eixample",1,Flat,Flat,,2022-03-07,0,1,False,41.38497,/en/rental/home/barcelona-capital/heating-lift-not-furnished/161863858/d,2.142986,1240,ARNAL  Servicios Inmobiliarios,9202750542526,2,74
Gràcia,1,Attic,Flat,,2022-03-07,190,0,False,41.40561,/en/rental/home/barcelona-capital/air-conditioning-terrace-furnished-internet/161277885/d,2.15923,1835,GLOBE IBERIA,9202762177466,1,60
"Doctor Ferran, Les Corts",2,Flat,Flat,,2022-03-07,0,0,False,41.39042,/en/rental/home/barcelona-capital/pedralbes/162799547/d,2.124511,1400,CENTURY 21 SMART POINT,9202754059211,3,86
"Bisbe Laguarda, Ciutat Vella",2,Attic,Flat,,2022-03-07,50,1,False,41.37942,/en/rental/home/barcelona-capital/heating-terrace-lift-furnished/161156533/d,2.16538,1100,RS GROUP,9202759306905,1,70
"Carrer del Pedró de la Creu, Sarrià - Sant Gervasi",1,Flat,Flat,2,2022-03-07,0,1,False,41.39756,/en/rental/home/barcelona-capital/air-conditioning-heating-terrace-lift-furnished/162671624/d,2.122337,1300,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,9202753825457,1,60
"Carrer Ample, Ciutat Vella",1,Flat,Flat,,2022-03-07,0,1,False,41.37926,/en/rental/home/barcelona-capital/air-conditioning-heating-box-room-lift-swimming-pool-swimming-pool/162093167/d,2.178947,2442,080 REAL ESTATE,9202756880405,3,107
"Calle Capità Arenas, Sarrià - Sant Gervasi",2,Flat,Flat,,2022-03-07,0,1,False,41.39178,/en/rental/home/barcelona-capital/air-conditioning-heating-lift/162530007/d,2.125642,1800,BCN FINQUES,9202765792072,5,110
Ciutat Vella,2,Flat,Flat,,2022-03-07,0,0,False,41.38905,/en/rental/home/barcelona-capital/air-conditioning-heating-furnished/161436186/d,2.180931,1295,SH Barcelona,9202752325093,1,55
"Carrer del Comte Borrell, Eixample",2,Flat,Flat,2,2022-03-07,57,1,False,41.38934,/en/rental/home/barcelona-capital/heating-lift-not-furnished/162433998/d,2.146702,1203,FINQUES FERRE,943003064633,3,75
"Paseo de Gracia, Eixample",5,Apartment,Flat,1,2022-03-07,0,1,False,41.39308,/en/rental/home/barcelona-capital/air-conditioning-heating-terrace-lift-not-furnished/158849084/d,2.162952,9500,ENGEL & VOELKERS,9202758116439,5,234
Sarrià - Sant Gervasi,3,Flat,Flat,3,2022-03-07,218,1,False,41.41641,/en/rental/home/barcelona-capital/air-conditioning-heating-parking-lift-not-furnished/161707060/d,2.101742,2000,ENGEL & VOELKERS,9202758116439,4,190
Sant Martí,1,Flat,Flat,3,2022-03-07,0,0,False,41.40818,/en/rental/home/barcelona-capital/air-conditioning/162553380/d,2.214727,1100000,AREA CASA,9202752570036,4,140
Gràcia,1,Attic,Flat,1,2022-03-07,0,1,False,41.40064,/en/rental/home/barcelona-capital/air-conditioning-heating-terrace-lift-not-furnished/161496509/d,2.160857,2800,ENGEL & VOELKERS,9202758116439,2,95
"Passeig Mare de Déu del Coll, Horta - Guinardó",2,Flat,Flat,3,2022-03-07,0,1,False,41.42439,/en/rental/home/barcelona-capital/heating-lift-furnished/162674094/d,2.15129,1195,ALL4FLAT,9202762177806,3,52
"Rambla de Badal, Sants - Montjuïc",1,Flat,Flat,2,2022-03-07,0,1,False,41.36771,/en/rental/home/barcelona-capital/air-conditioning-heating-terrace-lift-furnished/153738990/d,2.133187,1300,FINQUES GIRAMON,9202752527983,1,50
Sarrià - Sant Gervasi,1,Flat,Flat,2,2022-03-07,0,0,False,41.39706,/en/rental/home/barcelona-capital/air-conditioning-heating-box-room-not-furnished/162720841/d,2.147739,1230,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,9202753825457,2,64
Les Corts,2,Flat,Flat,3,2022-03-07,54,0,False,41.38784,/en/rental/home/barcelona-capital/air-conditioning/162669030/d,2.13501,1596,AREA CASA,9202752570036,4,110
"Sabastida, Nou Barris",1,Flat,Flat,,2022-03-07,0,1,False,41.42888,/en/rental/home/barcelona-capital/lift/160270935/d,2.168021,825,FINQUES BUSINFREU,943003064209,2,55
"Carrer de Concepción Arenal, Sant Andreu",1,Flat,Flat,,2022-03-07,0,1,False,41.42448,/en/rental/home/barcelona-capital/air-conditioning-terrace-lift-furnished/161256650/d,2.184135,1000,La Naranja Inmobiliaria,9202766668649,3,70
Ciutat Vella,1,Flat,Flat,1,2022-03-07,0,1,False,41.37801,/en/rental/home/barcelona-capital/air-conditioning-heating-lift-furnished-television-internet/156484150/d,2.174906,1800,INMOSERVICE BARCELONA,9202754494789,2,75
"Carrer de Les Santjoanistes, 11, Sarrià - Sant Gervasi",2,Flat,Flat,3,2022-03-07,0,0,False,41.40328,/en/rental/home/barcelona-capital/heating-parking-not-furnished/162031235/d,2.14783,1075,FINQUES UNA,9202752593007,3,84
"Carrer de L'emancipació, Sarrià - Sant Gervasi",3,Flat,Flat,3,2022-03-07,0,1,False,41.40335,/en/rental/home/barcelona-capital/air-conditioning-heating-parking-terrace-lift/161941539/d,2.13194,3450,CEFERSA GESTION INMOBILIARIA,943003065053,4,240
"Plaça de Les Olles, Ciutat Vella",2,Flat,Flat,3,2022-03-07,0,1,False,41.38359,/en/rental/home/barcelona-capital/air-conditioning-heating-lift-furnished/162798100/d,2.183089,2250,RS GROUP,9202759306905,4,110
"Garcia Fària, Sant Martí",2,Flat,Flat,3,2022-03-07,0,1,False,41.40448,/en/rental/home/barcelona-capital/air-conditioning-heating-parking-terrace-lift-swimming-pool-swimming-pool/162658494/d,2.214923,2700,PIA,9202765555245,2,146
Sarrià - Sant Gervasi,1,Flat,Flat,,2022-03-07,0,1,False,41.39703,/en/rental/home/barcelona-capital/air-conditioning-heating-lift-furnished-television-pets-not-allowed/162040169/d,2.153546,1095,SH Barcelona,9202752325093,1,25
"Carrer D'hercegovina, Sarrià - Sant Gervasi",0,GroundFloorWithGarden,Flat,,2022-03-07,58,0,False,41.40199,/en/rental/home/barcelona-capital/air-conditioning-heating-terrace/153656152/d,2.138363,1142,ARNAL  Servicios Inmobiliarios,9202750542526,0,93
"Manuel de Falla, Sarrià - Sant Gervasi",1,Flat,Flat,1,2022-03-07,0,1,False,41.39433,/en/rental/home/barcelona-capital/air-conditioning-lift/162796937/d,2.12532,840,DIAGONAL CASA,9202759217817,1,40
"Carrer de Sant Germà, 9, Sants - Montjuïc",1,Flat,Flat,1,2022-03-07,0,1,False,41.372,/en/rental/home/barcelona-capital/air-conditioning-heating-parking-lift-not-furnished/162732878/d,2.14665,1300,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,9202753825457,3,69
"Carrer D'agramunt, Sarrià - Sant Gervasi",1,Flat,Flat,,2022-03-07,0,1,False,41.4093,/en/rental/home/barcelona-capital/lift-furnished/162796800/d,2.14586,830,URBENORTE CATALUNYA,900140000217,1,42
"Carrer de València, 261, Eixample",2,Flat,Flat,1,2022-03-07,0,1,False,41.39381,/en/rental/home/barcelona-capital/air-conditioning-heating-terrace-lift-furnished-television/158339512/d,2.16462,2700,INMOSERVICE BARCELONA,9202754494789,3,110
"Sant Bertran, Ciutat Vella",1,Flat,Flat,,2022-03-07,0,0,False,41.37558,/en/rental/home/barcelona-capital/air-conditioning-heating-furnished/162733359/d,2.172102,1250,ALL4FLAT,9202762177806,2,76
"Doctor Ferran, Les Corts",2,Flat,Flat,,2022-03-07,0,0,False,41.39042,/ca/lloguer/vivenda/barcelona-capital/pedralbes/162799547/d,2.124511,1400,CENTURY 21 SMART POINT,9202754059211,3,86
Sarrià - Sant Gervasi,1,Flat,Flat,1,2022-03-07,0,1,False,41.39678,/ca/lloguer/vivenda/barcelona-capital/aire-condicionat-calefaccio-terrassa-ascensor-moblat/162828436/d,2.124246,850,"FINCAS CALVET, S.L.",9202752952516,0,32
Ciutat Vella,1,Flat,Flat,,2022-03-07,0,0,False,41.3905,/en/rental/home/barcelona-capital/air-conditioning-heating-furnished-television/158493903/d,2.179778,950,SH Barcelona,9202752325093,1,50
"Bisbe Laguarda, Ciutat Vella",2,Attic,Flat,,2022-03-07,50,1,False,41.37942,/ca/lloguer/vivenda/barcelona-capital/calefaccio-terrassa-ascensor-moblat/161156533/d,2.16538,1100,RS GROUP,9202759306905,1,70
"Carrer del Pedró de la Creu, Sarrià - Sant Gervasi",1,Flat,Flat,2,2022-03-07,0,1,False,41.39756,/ca/lloguer/vivenda/barcelona-capital/aire-condicionat-calefaccio-terrassa-ascensor-moblat/162671624/d,2.122337,1300,APROPERTIES REAL ESTATE BARCELONA Nº Aicat 6388,9202753825457,1,60
"Carrer Ample, Ciutat Vella",1,Flat,Flat,,2022-03-07,0,1,False,41.37926,/ca/lloguer/vivenda/barcelona-capital/aire-condicionat-calefaccio-traster-ascensor-piscina-piscina/162093167/d,2.178947,2442,080 REAL ESTATE,9202756880405,3,107
"Calle Capità Arenas, Sarrià - Sant Gervasi",2,Flat,Flat,,2022-03-07,0,1,False,41.39178,/ca/lloguer/vivenda/barcelona-capital/aire-condicionat-calefaccio-ascensor/162530007/d,2.125642,1800,BCN FINQUES,9202765792072,5,110
Ciutat Vella,2,Flat,Flat,,2022-03-07,0,0,False,41.38905,/ca/lloguer/vivenda/barcelona-capital/aire-condicionat-calefaccio-moblat/161436186/d,2.180931,1295,SH Barcelona,9202752325093,1,55
"Carrer del Comte Borrell, Eixample",2,Flat,Flat,2,2022-03-07,57,1,False,41.38934,/ca/lloguer/vivenda/barcelona-capital/calefaccio-ascensor-no-moblat/162433998/d,2.146702,1203,FINQUES FERRE,943003064633,3,75
"Paseo de Gracia, Eixample",5,Apartment,Flat,1,2022-03-07,0,1,False,41.39308,/ca/lloguer/vivenda/barcelona-capital/aire-condicionat-calefaccio-terrassa-ascensor-no-moblat/158849084/d,2.162952,9500,ENGEL & VOELKERS,9202758116439,5,234
Sarrià - Sant Gervasi,3,Flat,Flat,3,2022-03-07,218,1,False,41.41641,/ca/lloguer/vivenda/barcelona-capital/aire-condicionat-calefaccio-parking-ascensor-no-moblat/161707060/d,2.101742,2000,ENGEL & VOELKERS,9202758116439,4,190
Sant Martí,1,Flat,Flat,3,2022-03-07,0,0,False,41.40818,/ca/lloguer/vivenda/barcelona-capital/aire-condicionat/162553380/d,2.214727,1100000,AREA CASA,9202752570036,4,140
Gràcia,1,Attic,Flat,1,2022-03-07,0,1,False,41.40064,/ca/lloguer/vivenda/barcelona-capital/aire-condicionat-calefaccio-terrassa-ascensor-no-moblat/161496509/d,2.160857,2800,ENGEL & VOELKERS,9202758116439,2,95
"Passeig Mare de Déu del Coll, Horta - Guinardó",2,Flat,Flat,3,2022-03-07,0,1,False,41.42439,/ca/lloguer/vivenda/barcelona-capital/calefaccio-ascensor-moblat/162674094/d,2.15129,1195,ALL4FLAT,9202762177806,3,52
"Carrer de Biscaia, Sant Martí",1,Flat,Flat,3,2022-03-07,0,1,False,41.41424,/ca/lloguer/vivenda/barcelona-capital/terrassa-ascensor-s-hi-accepten-animals-de-companyia/162848389/d,2.190337,786,SIMURBA,943003044173,3,65
Sarrià - Sant Gervasi,2,Flat,Flat,,2022-03-07,0,1,True,41.40201,/ca/lloguer/vivenda/obra-nova/barcelona-capital/19770978/160738816,2.122211,3424,NÚÑEZ I NAVARRO,9202752272449,4,129
Sants - Montjuïc,2,Flat,Flat,,2022-03-07,0,1,True,41.35359,/ca/lloguer/vivenda/obra-nova/barcelona-capital/19835896/162521362,2.144054,1320,Vila Bonaplata,9202768143124,2,74
"Carrer de Trullols, Gràcia",1,Flat,Flat,,2022-03-07,0,0,False,41.42017,/ca/lloguer/vivenda/barcelona-capital/terrassa-no-moblat/162837558/d,2.137753,950,GARCÍA ASSESSORS & ASSOCIATS,9202752569293,2,60
"Amposta, Sants - Montjuïc",1,Attic,Flat,,2022-03-07,0,0,False,41.3716,/ca/lloguer/vivenda/barcelona-capital/aire-condicionat-calefaccio-terrassa-moblat/162833097/d,2.14762,790,RS GROUP,9202759306905,2,50
"Muntaner, Eixample",2,Flat,Flat,3,2022-03-07,0,1,False,41.38813,/ca/lloguer/vivenda/barcelona-capital/aire-condicionat-calefaccio-ascensor-moblat/162833096/d,2.157308,2000,RS GROUP,9202759306905,3,85
"Rambla de la Muntanya, Horta - Guinardó",1,Attic,Flat,1,2022-03-07,0,1,False,41.41984,/ca/lloguer/vivenda/barcelona-capital/terrassa-ascensor/162507942/d,2.174886,1025,BORBON GRUP,9202751395576,1,45
Eixample,1,Loft,Flat,2,2022-03-07,0,1,False,41.38235,/ca/lloguer/vivenda/barcelona-capital/ascensor/162816553/d,2.151157,775,Forcadell Res.Lloguers,9202753948202,1,70
"Murcia, 6-8, Sant Martí",2,Flat,Flat,3,2022-03-07,0,1,False,41.41418,/ca/lloguer/vivenda/barcelona-capital/calefaccio-terrassa-ascensor-parking-no-moblat/162805526/d,2.18759,1099,ONIX RENTA,9202751773326,4,92
Sarrià - Sant Gervasi,1,Flat,Flat,3,2022-03-07,0,1,False,41.40741,/ca/lloguer/vivenda/barcelona-capital/terrassa-ascensor-moblat/162804971/d,2.139478,795,"FINCAS CALVET, S.L.",9202752952516,1,39
"Carrer del Cardener, Gràcia",1,Flat,Flat,1,2022-03-07,0,0,False,41.40872,/ca/lloguer/vivenda/barcelona-capital/vila-de-gracia/162797257/d,2.154562,1000,RAND FALCON,9202763955598,3,75
"Passeig Sant Joan, Eixample",1,Flat,Flat,1,2022-03-07,0,1,False,41.39621,/ca/lloguer/vivenda/barcelona-capital/calefaccio-ascensor-no-moblat/162651569/d,2.159947,1232,ENGEL & VOELKERS,9202758116439,3,60
