address,bathrooms,building_subtype,building_type,conservation_state,date,discount,floor_elevator,is_new_construction,link,price,realestate,realestate_id,rooms,sqft_m2
El Poble Sec - Parc de Montjuïc,1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado-television/156753812/d,795,SH BARCELONA,9202752325093,1,50
El Poble Sec - Parc de Montjuïc,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/156045731/d,1395,SH BARCELONA,9202752325093,3,75
El Camp de l'Arpa del Clot,2,Flat,Flat,0,2020-10-28,60,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/156935084/d,890,SH BARCELONA,9202752325093,1,47
Sagrada Família,1,Flat,Flat,0,2020-10-28,350,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado-television/155679615/d,1150,SH BARCELONA,9202752325093,2,65
L'Antiga Esquerra de l'Eixample,2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-se-aceptan-mascotas/156102816/d,1400,SH BARCELONA,9202752325093,2,80
Fort Pienc,2,Flat,Flat,0,2020-10-28,350,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157062367/d,1300,SH BARCELONA,9202752325093,2,75
La Barceloneta,1,Flat,Flat,0,2020-10-28,200,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157075473/d,795,SH BARCELONA,9202752325093,1,32
Sant Gervasi i la Bonanova,2,Apartment,Flat,0,2020-10-28,350,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156915926/d,2950,LUCAS FOX,9202751825893,3,172
El Camp de l'Arpa del Clot,1,Apartment,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-no-amueblado/157481176/d,1000,ENGEL & VOELKERS,9202758116439,3,68
Sant Genís dels Agudells,2,House_Chalet,Flat,0,2020-10-28,1000,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-jardin-amueblado/157203098/d,7500,LUCAS FOX,9202751825893,2,238
Dreta de l'Eixample,2,Apartment,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-piscina-amueblado/157203107/d,2450,LUCAS FOX,9202751825893,3,110
La Maternitat i Sant Ramon,1,Loft,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157482608/d,650,ENGEL & VOELKERS,9202758116439,1,31
Dreta de l'Eixample,1,Apartment,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor-no-amueblado/156916012/d,1650,LUCAS FOX,9202751825893,2,65
"Carrer de Nàpols, 318, El Camp d'en Grassot i Gràcia Nova",1,Flat,Flat,0,2020-10-28,75,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/156924243/d,1100,"CLARET INNOVA, S.L.",9202751356517,4,100
"Carrer de Provença, 22, La Nova Esquerra de l'Eixample",1,Flat,Flat,1,2020-10-28,55,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/156919946/d,875,ONIX RENTA,9202751773326,1,42
"Carrer de Provença, 22, La Nova Esquerra de l'Eixample",1,Flat,Flat,1,2020-10-28,55,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/156919926/d,845,ONIX RENTA,9202751773326,1,42
"Carrer de Sant Pere Mitjà, Sant Pere, Sta. Caterina i la Ribera",1,Loft,Flat,2,2020-10-28,70,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/156722136/d,630,INMOBILIARIA GLOBAL BCN,9202753556408,1,35
"Carrer de Provença, 22, La Nova Esquerra de l'Eixample",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/156919954/d,940,ONIX RENTA,9202751773326,1,42
"Balmes, Sant Gervasi- Galvany",2,Flat,Flat,0,2020-10-28,407,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-ascensor-amueblado/155485187/d,1268,IMMO PROEKT,9202762600902,2,80
"Gran Via de Les Corts Catalanes, Sant Antoni",2,Flat,Flat,0,2020-10-28,220,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/156641488/d,1380,1001 PISOS,9202752859955,4,110
"Carrer del Comte D'urgell, La Nova Esquerra de l'Eixample",1,Flat,Flat,0,2020-10-28,25,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/156898366/d,1275,FINCAS TEIXIDOR,9202751532576,4,90
Sagrada Família,2,Flat,Flat,0,2020-10-28,210,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-amueblado/157118085/d,1390,ACIA LA INMOBILIARIA,9202763896965,4,120
"Calle Carrer de Les Sitges, 3, El Raval",1,Flat,Flat,8,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-trastero-ascensor-amueblado-television-no-amueblado/155469584/d,1028,Edward,9202756309384,2,84
"Carrer Sant Miquel, La Barceloneta",1,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157151761/d,900,FICASSO REAL ESTATE,9202758263109,1,34
Sagrada Família,1,Flat,Flat,2,2020-10-28,110,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-television-internet/157210772/d,790,RENT BCN,9202765466077,1,40
"Avinguda del Paral.lel, 169, El Poble Sec - Parc de Montjuïc",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157202828/d,1000,ANTERCO STARS,9202763925056,3,80
"Maresme, El Besós i el Maresme",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/157177483/d,800,ADEMONTE FINCAS Y ASESORES,9202754305601,3,60
"Sant Joaquim, Vila de Gràcia",1,Flat,Flat,2,2020-10-28,175,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado-television/155675883/d,700,FINQUES MIXOY ,9202754902196,1,40
"Joaquim Costa, El Raval",1,Flat,Flat,2,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado-television/156067294/d,700,FINQUES MIXOY ,9202754902196,1,43
"Avinguda de Sant Ramon Nonat, La Maternitat i Sant Ramon",1,Attic,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/terraza-se-aceptan-mascotas/157168558/d,980,ANTERCO STARS,9202763925056,1,75
"Carrer Diputacio, Sagrada Família",2,Flat,Flat,0,2020-10-28,125,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-amueblado/156921115/d,1175,Home Global,9202765125651,4,115
"Carrer Lope de Vega, 115, El Poblenou",2,Flat,Flat,0,2020-10-28,215,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-amueblado/156891243/d,1275,Home Global,9202765125651,4,110
La Maternitat i Sant Ramon,2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-amueblado/157586558/d,1225,PREMIUM HOUSES BARCELONA,9202763081241,4,90
"Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion/157586548/d,1050,AREA CASA,9202752570036,2,57
La Font de la Guatlla,1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157586442/d,1050,AREA CASA,9202752570036,3,90
El Poble Sec - Parc de Montjuïc,1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado-television/156753812/d,795,SH BARCELONA,9202752325093,1,50
El Poble Sec - Parc de Montjuïc,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/156045731/d,1395,SH BARCELONA,9202752325093,3,75
"Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion/154601203/d,990,PERITAX PROFESSIONALS IMMOBILIARIS,9202762590648,3,80
"Plaça D'alfonso Comín, 11, Sant Gervasi i la Bonanova",0,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-no-amueblado/157581713/d,750,LAZORA,9202750766581,21,77
"Carrer Sant Fructuos, La Font de la Guatlla",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157581770/d,1200,Pisos-Barcelona,9202759234590,3,76
Diagonal Mar i el Front Marítim del Poblenou,2,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157581747/d,2100,AREA CASA,9202752570036,3,110
"Carrer Sicilia, Fort Pienc",2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157581740/d,1200,THE RAL DREAMS BUILDING,9202763898013,4,95
"Plaza Nicaragua / Taquigrafo, Barri de les Corts",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado/157666146/d,810,Particular,9202750520561,1,37
"Passatge de Vintró, 11, El Clot",1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado-se-aceptan-mascotas/157581601/d,790,ABCFLAT,9202756850496,3,63
Barri Gòtic,2,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion/157581493/d,2100,AREA CASA,9202752570036,2,84
"Carrer Espronceda, 74, El Poblenou",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157581465/d,800,FINCAS SANCHO GIL,9202752559047,3,64
"Carrer del Coronel Sanfeliu, 19, El Clot",2,Flat,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-amueblado-television-se-aceptan-mascotas/157581427/d,1350,ABCFLAT,9202756850496,3,111
"Carrer Corsega, Dreta de l'Eixample",3,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157581417/d,1400,CAFUR,9202764178856,5,164
La Barceloneta,1,Flat,Flat,2,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/156908968/d,850,ENGEL & VOELKERS,9202758116439,1,32
"Carrer de Muntaner, Sant Antoni",2,Flat,Flat,3,2020-10-28,180,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-patio-amueblado/157200203/d,1070,RENTUOS REAL ESTATE S.L.,9202757926734,3,95
"De Gracia, Dreta de l'Eixample",3,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-parking-internet/151428371/d,6000,Sitgeshouses,9202752342564,4,214
L'Antiga Esquerra de l'Eixample,2,Duplex,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/156909721/d,2900,ENGEL & VOELKERS,9202758116439,3,123
El Poble Sec - Parc de Montjuïc,1,Apartment,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/156914337/d,1300,ENGEL & VOELKERS,9202758116439,3,65
L'Antiga Esquerra de l'Eixample,1,Flat,Flat,1,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156912626/d,1250,ENGEL & VOELKERS,9202758116439,2,63
Vila de Gràcia,1,Flat,Flat,1,2020-10-28,94,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-patio-amueblado/156738654/d,1206,ENGEL & VOELKERS,9202758116439,3,70
"Carrer de Felip II, La Sagrera",2,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-no-amueblado/157633464/d,850,LA VOSTRA CLAU,9202751104509,4,101
"Muntaner, 85, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,3,2020-10-28,40,0,False,/es/alquiler/vivienda/barcelona-capital/l'antiga-esquerra-de-l'eixample/156704893/d,750,TELLO&URUE,9202751586903,1,50
El Raval,1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor-no-amueblado/157115992/d,1350,RENTMAR,9202752081497,2,80
Sant Gervasi- Galvany,3,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-no-amueblado/157633384/d,5000,ENGEL & VOELKERS,9202758116439,3,311
Barri de les Corts,3,Apartment,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-no-amueblado/156909830/d,3000,ENGEL & VOELKERS,9202758116439,5,233
El Guinardó,1,Attic,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156749434/d,1100,ENGEL & VOELKERS,9202758116439,3,85
La Barceloneta,1,Apartment,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156751612/d,1250,ENGEL & VOELKERS,9202758116439,3,68
Vila de Gràcia,2,Flat,Flat,2,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-patio-amueblado/156908559/d,2500,ENGEL & VOELKERS,9202758116439,2,102
"Providència, Vila de Gràcia",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-parking-ascensor-parking-no-amueblado/157633175/d,990,FINQUES PERRAMON S.C.P,9202756835929,3,70
"Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,0,2020-10-28,300,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/154340551/d,1150,SH BARCELONA,9202752325093,2,80
"Carrer de Verdi, Vila de Gràcia",1,Flat,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado-television-internet/155969154/d,1050,INMOGEM,9202764494312,3,70
Fort Pienc,2,Flat,Flat,0,2020-10-28,350,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157058149/d,1300,SH BARCELONA,9202752325093,2,77
Sant Antoni,1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-amueblado/156907911/d,950,ENGEL & VOELKERS,9202758116439,2,70
El Putget i el Farró,1,Flat,Flat,1,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-patio-no-amueblado/156903534/d,1300,ENGEL & VOELKERS,9202758116439,3,100
Hostafrancs,1,Flat,Flat,1,2020-10-28,100,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-no-amueblado/156748985/d,950,ENGEL & VOELKERS,9202758116439,3,64
Sants,1,Flat,Flat,2,2020-10-28,225,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/156905678/d,975,ENGEL & VOELKERS,9202758116439,3,80
Sant Gervasi- Galvany,2,Flat,Flat,0,2020-10-28,205,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157004350/d,1795,SH BARCELONA,9202752325093,3,100
"Carrer de Provença, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-patio-amueblado-television-internet/155969367/d,1150,INMOGEM,9202764494312,3,89
"Independencia, El Camp de l'Arpa del Clot",1,Flat,Flat,0,2020-10-28,75,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/156383244/d,800,AVENIR,9202753730076,2,50
"Meer, La Barceloneta",2,Flat,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157235328/d,1000,BARCELONETA  PREMIUM,9202755166183,1,36
La Nova Esquerra de l'Eixample,2,Flat,Flat,2,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-no-amueblado/156749039/d,1300,ENGEL & VOELKERS,9202758116439,4,103
"Sant Pere, Sta. Caterina i la Ribera",1,Apartment,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156737939/d,1180,ENGEL & VOELKERS,9202758116439,2,95
"Sant Pere, Sta. Caterina i la Ribera",2,Apartment,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156747971/d,1800,ENGEL & VOELKERS,9202758116439,2,85
Barri Gòtic,1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156748116/d,1350,ENGEL & VOELKERS,9202758116439,1,49
"Diputació, Dreta de l'Eixample",1,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/156490204/d,1000,FINCAS MIRAFER,9202757233295,1,50
Sant Antoni,2,Flat,Flat,0,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/156413704/d,950,ICASA GRUP,9202752420374,3,78
"C/ Gran Vía de Les Corts Catalanes, Dreta de l'Eixample",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/trastero-ascensor/155584065/d,2100,SOLVIA SERVICIOS INMOBILIARIOS S.L,9202764388552,1,47
"C/ Rec, Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,0,2020-10-28,85,0,False,"/es/alquiler/vivienda/barcelona-capital/sant-pere,-sta--caterina-i-la-ribera/156656276/d",1045,SOLVIA SERVICIOS INMOBILIARIOS S.L,9202764388552,2,50
"Sant Pere, Sta. Caterina i la Ribera",1,Apartment,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156747838/d,1800,ENGEL & VOELKERS,9202758116439,2,70
"Sant Pere, Sta. Caterina i la Ribera",2,Apartment,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156747674/d,2200,ENGEL & VOELKERS,9202758116439,2,85
"Carrer de L'aurora, El Raval",1,Flat,Flat,2,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado/157626566/d,700,K.W. ELITE,9202764932942,2,47
"Carrer de Sardenya, Sagrada Família",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-ascensor-amueblado/156037528/d,1200,BUSQUETS GALVEZ ,9202754603019,2,73
"Carrer de Viriat, Sants",2,Flat,Flat,0,2020-10-28,200,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/157122617/d,1000,Zoe Real Estate Barcelona,9202752916563,4,90
"Avinguda de la República Argentina, El Putget i el Farró",2,Flat,Flat,3,2020-10-28,250,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/155823535/d,1000,HABITA BARCELONA,9202751171652,3,95
"Carrer Morabos, La Font de la Guatlla",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor/157250410/d,900,Pisos-Barcelona,9202759234590,3,67
"Carrer de Sant Agustí, Vila de Gràcia",1,Flat,Flat,0,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/vila-de-gracia/156552525/d,750,CENTURY 21 XARXA,9202753380527,2,37
Dreta de l'Eixample,2,Apartment,Flat,1,2020-10-28,125,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157149654/d,2600,ENGEL & VOELKERS,9202758116439,3,125
Sant Gervasi i la Bonanova,4,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-amueblado/153211287/d,4000,ENGEL & VOELKERS,9202758116439,6,350
Sant Gervasi- Galvany,1,Attic,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-parking/157626424/d,1475,CARLES,9202765049166,3,80
Vallcarca i els Penitents,1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/157626352/d,920,INMOGRACIA,9202765000325,2,65
"Carrer de Regàs, 34, Sant Gervasi- Galvany",1,Attic,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-se-aceptan-mascotas-no-amueblado/157626338/d,1190, LANDIA BCN,9202765650791,3,65
"Carrer de Dante Alighieri, Horta",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor-no-amueblado/157626322/d,1050,INMOSERVICE BARCELONA,9202754494789,3,105
"Carrer de la Torre, 20, El Putget i el Farró",1,Flat,Flat,3,2020-10-28,30,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado-se-aceptan-mascotas/157170787/d,850,CAROLINA MARTI,9202751697925,1,45
La Nova Esquerra de l'Eixample,1,Attic,Flat,1,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/156417749/d,1800,ENGEL & VOELKERS,9202758116439,2,115
Dreta de l'Eixample,3,Attic,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/157240005/d,3800,LUCAS FOX,9202751825893,3,200
La Nova Esquerra de l'Eixample,1,Apartment,Flat,0,2020-10-28,60,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157399655/d,1590,LUCAS FOX,9202751825893,1,68
Dreta de l'Eixample,2,Attic,Flat,2,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-amueblado/155503780/d,2900,ENGEL & VOELKERS,9202758116439,3,120
Barri Gòtic,1,Apartment,Flat,2,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-no-amueblado/155753278/d,1100,ENGEL & VOELKERS,9202758116439,2,69
"Carrer de Casp, Fort Pienc",2,Flat,Flat,3,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-amueblado-internet/157211235/d,1050,INMOSERVICE BARCELONA,9202754494789,4,86
"Matilde Diez, 7, El Putget i el Farró",1,Flat,Flat,0,2020-10-28,16,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/157076351/d,884,Homequality,9202765132355,3,60
"Carrer D'oristany, El Besós i el Maresme",2,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado-se-aceptan-mascotas/157626308/d,750,BARCELONA COMFORT REALTY SL.,9202754609599,3,57
"Rambla de Volart, El Guinardó",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-no-amueblado/157626141/d,1100,URBENORTE CATALUNYA,900140000217,3,80
"Calle la Rambla, 130, Barri Gòtic",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157612289/d,1300,luis,9202765658530,4,75
La Maternitat i Sant Ramon,2,Apartment,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157626073/d,1100,IAD ESPAÑA,9202759792663,2,80
"Sant Pere, Sta. Caterina i la Ribera",1,Apartment,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156916177/d,1425,LUCAS FOX,9202751825893,2,75
Vila de Gràcia,0,Flat,Flat,0,2020-10-28,0,1,True,/es/alquiler/vivienda/obra-nueva/barcelona-capital/19609188/155720238,2010,NÚÑEZ I NAVARRO,9202752272449,1,59
Barri Gòtic,1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-trastero-ascensor-amueblado/156482101/d,1000,ENGEL & VOELKERS,9202758116439,1,40
Barri Gòtic,2,Flat,Flat,1,2020-10-28,150,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/156556406/d,1700,ENGEL & VOELKERS,9202758116439,2,86
"Carrer de Los Castillejos, Sagrada Família",1,Flat,Flat,2,2020-10-28,300,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-internet/156937774/d,1050,INMOSERVICE BARCELONA,9202754494789,3,82
"Carrer Joan Blanques, 2, Vila de Gràcia",1,Flat,Flat,0,2020-10-28,25,0,False,/es/alquiler/vivienda/barcelona-capital/vila-de-gracia/156890225/d,825,FINCAS CASTAN,9202758404233,3,65
"Industria, Sagrada Família",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/156662643/d,1100,Homequality,9202765132355,3,86
Sant Gervasi- Galvany,3,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-patio-internet/155179536/d,2800,MONIKA RÜSCH,9202753807547,5,153
Les Tres Torres,2,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-amueblado-internet/155179478/d,2750,MONIKA RÜSCH,9202753807547,3,137
Sarrià,3,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-zona-comunitaria-ascensor-piscina-amueblado/157244705/d,2500,MONIKA RÜSCH,9202753807547,5,178
