address,bathrooms,building_subtype,building_type,conservation_state,date,discount,floor_elevator,is_new_construction,link,price,realestate,realestate_id,rooms,sqft_m2
"Carrer de Prats de Molló, Sant Gervasi- Galvany",1,Attic,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking-television-se-aceptan-mascotas-internet/157489460/d,1300,MY SPACE BARCELONA,9202754556539,2,65
"Carrer de Melcior de Palau, Sants",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-amueblado-television-se-aceptan-mascotas-internet/157489442/d,1210,MY SPACE BARCELONA,9202754556539,1,45
"Carrer D'espiell, Vilapicina i la Torre Llobeta",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-patio-amueblado/157479636/d,800,NEXUUN,9202757925175,2,65
"Gran Via Corts Catalanes, 460, Sant Antoni",1,Flat,Flat,0,2020-10-28,140,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157479525/d,960,"AREA DE SERVICIOS, S.L.",9202752640488,2,63
"Begur, Sants-Badal",2,Duplex,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/156522977/d,1150,CORNEX CAPITAL,9202764370732,2,96
"Sepúlveda, Sant Antoni",2,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157479475/d,1000,REDPISO BARCELONA SANT ANTONI,9202758770442,3,75
Sants,2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-patio/157397219/d,1650,Ohh My House,9202765465801,3,100
"Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado-television/157484719/d,850,SH BARCELONA,9202752325093,1,40
El Poble Sec - Parc de Montjuïc,1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado/157398204/d,1250,Ohh My House,9202765465801,3,67
"Avinguda de Roma, La Nova Esquerra de l'Eixample",2,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-patio-amueblado-parking-television/157478932/d,1300,VEÍ NOU - SANTA EULÀLIA,9202757604431,3,89
El Raval,2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-se-aceptan-mascotas/157484676/d,1080,SH BARCELONA,9202752325093,2,62
El Camp d'en Grassot i Gràcia Nova,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157484671/d,875,SH BARCELONA,9202752325093,1,52
Sant Gervasi i la Bonanova,1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/se-aceptan-mascotas/157484667/d,820,SH BARCELONA,9202752325093,1,64
"Carrer del Canó, 3, Vila de Gràcia",1,Apartment,Flat,2,2020-10-28,35,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-patio-amueblado-se-aceptan-mascotas/157478891/d,890,ARA BARCELONA,9202755624633,0,65
"Carrer de Romans, El Camp d'en Grassot i Gràcia Nova",2,Flat,Flat,3,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157478813/d,920,MARKET HOUSE,9202763975449,3,90
El Camp d'en Grassot i Gràcia Nova,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157484650/d,950,SH BARCELONA,9202752325093,2,61
"Carrer del Dos de Maig, El Camp de l'Arpa del Clot",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado-se-aceptan-mascotas/157484356/d,950,CVM PISOS,943003048533,3,71
"Sant Pere, Sta. Caterina i la Ribera",1,Apartment,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/156031282/d,740,Carlos Ruiz,9202751198496,1,35
Vila de Gràcia,2,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157397227/d,1750,Ohh My House,9202765465801,4,90
"Joaquin Costa, El Raval",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado/157484310/d,700,RS GROUP,9202759306905,0,40
Barri Gòtic,1,Loft,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor-patio-piscina-amueblado-piscina/156148703/d,1293,NUÑEZ I NAVARRO,9202763844489,1,57
Sant Antoni,3,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157397534/d,1750,Ohh My House,9202765465801,4,102
"Carrer de Pau Claris, 142, Dreta de l'Eixample",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157478768/d,1150,FINCAS NAGORE,943003068323,2,75
"Passeig de Manuel Girona, Pedralbes",2,Attic,Flat,1,2020-10-28,200,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/157382741/d,2200,SERVEIS IMMOBILIARIS HOUSE STYLE,9202761143992,3,180
"Carrer de la Blanqueria, 4, Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,2,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-amueblado-internet/157484070/d,750,BCN LIVING,9202751969010,1,75
"Carrer Dels Banys Vells, 10, Sant Pere, Sta. Caterina i la Ribera",2,Flat,Flat,0,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-amueblado/157484031/d,1750,ABCFLAT,9202756850496,3,160
Provençals del Poblenou,2,Flat,Flat,0,2020-10-28,20,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-piscina-piscina/157286646/d,1380,Ohh My House,9202765465801,2,92
Vallcarca i els Penitents,2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/157478650/d,1000,THE SIMPLE RENT LUXURY PROPERTIES,9202763884847,2,70
"Carrer de Provença, 490, Sagrada Família",1,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-no-amueblado/157478543/d,1000,"FIMES 2000 , SL",9202751193289,2,70
La Barceloneta,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156943348/d,1050,KASAPISOS,9202751722064,2,55
"Sant Pere, Sta. Caterina i la Ribera",2,Flat,Flat,0,2020-10-28,200,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion/156998270/d,1000,KASAPISOS,9202751722064,2,70
"Carrer de Leiva, Hostafrancs",1,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/157478121/d,800,INMOBILIÀRIA ROCAMAR,9202751262914,2,55
Vallvidrera - Tibidabo - Les Planes,2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado-parking-television-internet/157478009/d,1600,FINQUES LLEBRENC,943003052067,2,86
Sant Gervasi- Galvany,4,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157289375/d,2850,KASAPISOS,9202751722064,5,214
Sant Gervasi- Galvany,3,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor/157440160/d,2750,KASAPISOS,9202751722064,5,215
"Artes de Segre, 4, Sant Gervasi i la Bonanova",1,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157477734/d,1000,FINQUES MARCH,9202756870389,4,75
"Carrer de Provençals, Sant Martí de Provençals",1,Flat,Flat,0,2020-10-28,40,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157483478/d,790,GUMPER,9202752502653,3,65
El Putget i el Farró,1,Flat,Flat,0,2020-10-28,10,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157483263/d,740,AFISAS IRUÑA,9202762727692,1,31
"Carrer de Sardenya, 261, Sagrada Família",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-parking-television/157477590/d,1200,,9202765599058,3,85
"Carrer de Polònia, Can Baró",1,Apartment,Flat,3,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/can-baro/156003484/d,700, EL DESPATX 97,9202753026573,1,50
"Carrer de Maignon, 16, La Salut",1,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-se-aceptan-mascotas-no-amueblado/156997630/d,1000,TOYSAN FINQUES,9202751274735,3,70
La Salut,1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/la-salut/157477655/d,900,THE SIMPLE RENT LUXURY PROPERTIES,9202763884847,3,75
"Avinguda Diagonal, Dreta de l'Eixample",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156720973/d,1395,SABAT & RENEDO,9202763654943,2,110
"Calabria, 249, La Nova Esquerra de l'Eixample",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/155899856/d,1300,ESPAIFORMAS CONSULTING IMMOBILIARI,9202753960832,3,90
"Carrer de Pujol, Sant Gervasi i la Bonanova",1,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/trastero-ascensor-patio-amueblado-television-se-aceptan-mascotas/157482861/d,800,LA CASA GRUP,9202752835162,1,55
"Carrer de Sant Antoni Maria Claret, Sagrada Família",1,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157482847/d,850,GAUDI HOUSE FINCAS,9202751290015,2,65
"Hercegovina, Sant Gervasi- Galvany",2,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157477462/d,1600,PRINCIPAL PRIMERA,9202750551673,3,131
El Putget i el Farró,2,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-trastero-ascensor/157477454/d,1200,TURROBCN,9202750627466,3,94
"Passatge de Nogués, El Camp d'en Grassot i Gràcia Nova",1,Flat,Flat,0,2020-10-28,40,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157482799/d,750,LA MEVA LLAR,9202752369114,2,50
"Carrer de Vallirana, El Putget i el Farró",1,Flat,Flat,0,2020-10-28,10,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/157482563/d,890,FINCAS BM,9202763659897,1,60
"Cardenal Vives I Tuto , Sarrià",1,Flat,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-amueblado-parking/156468661/d,1600,APROPERTIES REAL ESTATE Nº Aicat 6388,9202753825457,3,70
"Carrer del Pi, 9, Barri Gòtic",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/157482064/d,600,Jose Maria,9202765406355,1,22
"Carrer D'aribau, L'Antiga Esquerra de l'Eixample",2,Flat,Flat,3,2020-10-28,300,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/156389649/d,1400,APROPERTIES REAL ESTATE Nº Aicat 6388,9202753825457,3,95
"Zamora, 40, La Vila Olímpica del Poblenou",1,Duplex,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-parking/157482458/d,960,ACRANOU,9202753853790,2,69
"Plaza Artos, Sarrià",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/157482433/d,1200,FINQUES OLLE,9202751333399,3,83
"Carrer Nou de Sant Francesc, Barri Gòtic",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157350281/d,975,APROPERTIES REAL ESTATE Nº Aicat 6388,9202753825457,1,59
"Carrer de Goya, Vila de Gràcia",1,Loft,Flat,3,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/156427151/d,1500,APROPERTIES REAL ESTATE Nº Aicat 6388,9202753825457,1,90
El Raval,1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-patio-amueblado/157482142/d,940,Ohh My House,9202765465801,4,82
La Maternitat i Sant Ramon,3,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-trastero-ascensor-parking-no-amueblado/157477158/d,1900,APROPERTIES REAL ESTATE Nº Aicat 6388,9202753825457,4,145
Dreta de l'Eixample,2,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157481877/d,915,FLY WHEEL,9202765589091,1,48
"Compte Santa Clara, La Barceloneta",1,Flat,Flat,0,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion/157481810/d,650,PIA,9202765555245,1,35
"Carrer de Casanova, 157, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/157480181/d,1140,"FIMES 2000 , SL",9202751193289,3,80
El Poblenou,1,Flat,Flat,0,2020-10-28,60,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157481701/d,990,Ohh My House,9202765465801,2,62
"Carrer de Padilla, 240, Sagrada Família",2,Flat,Flat,0,2020-10-28,30,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/157237222/d,1070,"FIMES 2000 , SL",9202751193289,3,80
"Carrer Grassot, El Camp d'en Grassot i Gràcia Nova",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-trastero-ascensor/156771566/d,1200,FINQUES ATENEU,9202761785346,2,78
"Carrer Muntaner, L'Antiga Esquerra de l'Eixample",1,Attic,Flat,0,2020-10-28,210,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-ascensor-amueblado/156531979/d,990,FINQUES ATENEU,9202761785346,2,62
"Carrer de Padilla, 240, Sagrada Família",2,Flat,Flat,0,2020-10-28,20,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/157238566/d,1100,"FIMES 2000 , SL",9202751193289,4,80
"Carrer de València, 445, Sagrada Família",1,Flat,Flat,0,2020-10-28,20,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado/157395411/d,730,"FIMES 2000 , SL",9202751193289,1,55
"Carrer de Padilla, 240, Sagrada Família",1,Flat,Flat,0,2020-10-28,70,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/156142300/d,1130,"FIMES 2000 , SL",9202751193289,3,85
Sant Gervasi i la Bonanova,1,Flat,Flat,2,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157481547/d,950,AREA CASA,9202752570036,2,70
"Carrer Sant Marti, El Raval",1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion/157481531/d,790,VIU BÉ ADMINISTRADORS,9202765589286,2,65
"Carrer del Freser, El Camp de l'Arpa del Clot",1,Apartment,Flat,0,2020-10-28,75,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/157481447/d,975,NOU ESTIL ESPAI,9202751747508,2,60
"Felipe de Paz, La Maternitat i Sant Ramon",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-no-amueblado/157481426/d,1060,CANAR INMOBILIARIA Y NEGOCIOS,943003008044,4,71
"Carrer de Còrsega, Dreta de l'Eixample",1,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/157481412/d,1100,FINCAS CARBONELL,9202750857990,3,105
"Carrer D'en Xuclà, El Raval",3,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-internet/157481355/d,3000,LANTANA PREMIUM REAL ESTATE BARCELONA,9202752727712,5,235
"Sant Antoni Maria Claret , Sagrada Família",1,Flat,Flat,0,2020-10-28,70,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-no-amueblado/157481354/d,800,GAUDI HOUSE FINCAS,9202751290015,2,65
"Ali Bei, Fort Pienc",1,Flat,Flat,2,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/156318417/d,1000,ATHIMAC NEGOCIOS INMOBILIARIOS,9202751024532,3,65
"Carrer de Còrsega, Dreta de l'Eixample",1,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/157481187/d,1100,FINCAS CARBONELL,9202750857990,4,93
"Carrer de Casanova, 157, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,0,2020-10-28,30,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-no-amueblado/157481153/d,1070,"FIMES 2000 , SL",9202751193289,3,80
"Gràcia, El Camp d'en Grassot i Gràcia Nova",1,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television/157480137/d,900,NEXUUN,9202757925175,3,61
Barri de les Corts,4,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157480978/d,1100,FLY WHEEL,9202765589091,2,75
El Camp d'en Grassot i Gràcia Nova,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157480920/d,1300,EIX HABITAT REAL ESTATE,9202756356880,2,78
"Carrer del Rosselló, Sagrada Família",2,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-internet-no-amueblado/157480755/d,1200,GAUDI-SANT PAU SLU,9202763772327,4,110
"Sant Pere, Sta. Caterina i la Ribera",1,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157480754/d,890,AREA CASA,9202752570036,1,50
Barri de les Corts,1,Flat,Flat,0,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-trastero/157480480/d,850,FINQUES EL PALLARS,9202751473135,2,57
"Carrer Major de Sarria, Sarrià",1,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor-amueblado/157480382/d,1300,FICASSO REAL ESTATE,9202758263109,2,74
"Carrer Bertran, El Putget i el Farró",1,Flat,Flat,0,2020-10-28,110,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-amueblado/157480380/d,990,FICASSO REAL ESTATE,9202758263109,1,50
"Gran Via de Les Corts Catalanes, L'Antiga Esquerra de l'Eixample",1,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157406983/d,940,G I C CONSTRUCCIONES,9202764383724,1,70
L'Antiga Esquerra de l'Eixample,2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157480305/d,1025,AREA CASA,9202752570036,3,110
Diagonal Mar i el Front Marítim del Poblenou,2,Flat,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-se-aceptan-mascotas-no-amueblado/156835858/d,1500,ENGEL & VOELKERS,9202758116439,3,75
"Carrer de Muntaner, 269, Sant Gervasi- Galvany",2,Flat,Flat,3,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas-no-amueblado/157480268/d,2100,BLAU PROPERTIES,9202761076855,6,170
"Sant Pere, Sta. Caterina i la Ribera",1,Apartment,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-trastero-ascensor-amueblado/156756313/d,1500,ENGEL & VOELKERS,9202758116439,1,65
"Carrer Roger de Lluria, Dreta de l'Eixample",2,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/155968672/d,1200,FINQUES RODÉS,9202753029175,3,107
L'Antiga Esquerra de l'Eixample,3,Apartment,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/156833089/d,2300,ENGEL & VOELKERS,9202758116439,4,135
"Carrer de Sardenya, El Parc i la Llacuna del Poblenou",2,Flat,Flat,3,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-patio-amueblado-television/156910579/d,1000,TECNOCASA RIERA ALTA MAR,9202751363773,4,72
"Carrer Napols, El Camp d'en Grassot i Gràcia Nova",1,Flat,Flat,0,2020-10-28,30,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado/156246334/d,800,FINQUES RODÉS,9202753029175,3,64
"Xile, La Maternitat i Sant Ramon",2,Flat,Flat,1,2020-10-28,300,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-piscina-amueblado-parking-piscina/154557043/d,1500,DOMA REAL ESTATE,9202764298279,4,128
"Carrer Dels Madrazo, 4, El Putget i el Farró",1,Flat,Flat,0,2020-10-28,200,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157479677/d,1000,alex renobell santaren,9202750771198,3,90
"Mariners, La Barceloneta",1,Flat,Flat,2,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado-television/156654031/d,650,NO LIMITS BARCELONETA,9202755027744,2,35
"Carrer de Sant Miquel, La Barceloneta",1,Flat,Flat,2,2020-10-28,100,0,False,/es/alquiler/vivienda/barcelona-capital/amueblado-se-aceptan-mascotas/156655420/d,550,NO LIMITS BARCELONETA,9202755027744,1,35
"Rambla de Guipúscoa, La Verneda i la Pau",1,Flat,Flat,2,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-ascensor-amueblado/157474301/d,800,LLORENS ASSESSORS,9202762084020,3,91
"Sant Pau, 31, Sant Antoni",1,Flat,Flat,2,2020-10-28,50,0,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-amueblado/157485937/d,850,GrupCAPITAL,9202752587558,3,65
"Carrer de Còrsega, 288, Dreta de l'Eixample",1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-zona-comunitaria-ascensor-internet-no-amueblado/157474150/d,1400,,9202765597771,2,0
"Carrer de L'avenir, Sant Gervasi- Galvany",2,Flat,Flat,0,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-television-no-amueblado/154926119/d,1500,MG BARCELONA,9202760817675,3,96
"Providència, 39, Vila de Gràcia",1,Flat,Flat,2,2020-10-28,60,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157485936/d,990,GrupCAPITAL,9202752587558,3,65
"Carrer de Lope de Vega, El Clot",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor-amueblado-parking-television-internet/157478723/d,1450,BTM HOME,9202765084786,3,98
"Carrer de las Navas de Tolosa, Navas",1,Flat,Flat,0,2020-10-28,40,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/156924339/d,940,NUEVACASA,9202750621913,3,85
"Carrer de la Física, La Marina del Port",2,Flat,Flat,0,2020-10-28,50,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-amueblado-parking-piscina/156919799/d,1250,ASSESSORIA VILAGESTIÓ,9202763497267,3,85
"Carrer de Buenaventura Muñoz, 39, El Parc i la Llacuna del Poblenou",2,Flat,Flat,3,2020-10-28,100,1,False,/es/alquiler/vivienda/barcelona-capital/ascensor/154681077/d,1000,SOLÉ RIERA,9202761319256,3,78
"Travessera de Dalt, Vila de Gràcia",2,Flat,Flat,2,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/157478209/d,1190,MARKET HOUSE,9202763975449,3,82
"Josep Tarradellas, Barri de les Corts",2,Flat,Flat,0,2020-10-28,600,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-trastero-ascensor-amueblado/155875172/d,1900,WERELOCATEBCN SL,9202764677320,4,165
"Gran Via Les Corts Catalanes, 655, Dreta de l'Eixample",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-se-aceptan-mascotas-no-amueblado/156594626/d,1360,INMO CRITERIA CAIXA S.A.U,9202754469086,2,87
"Carrer de Fluvià, 97, Diagonal Mar i el Front Marítim del Poblenou",2,Flat,Flat,1,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-parking/157284627/d,1275,SOLÉ RIERA,9202761319256,2,80
El Camp d'en Grassot i Gràcia Nova,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor/157477828/d,1050,THE SIMPLE RENT LUXURY PROPERTIES,9202763884847,3,70
"Carrer del Comte Borrell, Sant Antoni",1,Flat,Flat,1,2020-10-28,0,0,False,/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-amueblado-internet/157476216/d,1200,Barcelona De Immobles,9202765460099,4,75
El Raval,1,Flat,Flat,0,2020-10-28,0,1,False,/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157474118/d,1200,ESHERPPA,9202763585206,2,60
